Sample;Assay;N;Outliers;Rejected;Total reps;Ct;Ct SD;Tm;Tm SD;Efficiency;Conc;Flags
3;vanRA;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanRA;0;0;1;1;;;;;;-1;NotInformative
GENO;vanRA;0;0;2;2;;;;;;-1;NotInformative
1;vanSA;0;0;3;3;;;;;;-1;NotInformative
2;vanSA;0;0;3;3;;;;;;-1;NotInformative
3;vanSA;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanSA;0;0;1;1;;;;;;-1;NotInformative
GENO;vanSA;0;0;2;2;;;;;;-1;NotInformative
1;vanWB;0;0;3;3;;;;;;-1;NotInformative
2;vanWB;0;0;3;3;;;;;;-1;NotInformative
3;vanWB;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanWB;0;0;1;1;;;;;;-1;NotInformative
GENO;vanWB;0;0;2;2;;;;;;-1;NotInformative
1;vanXB;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
2;vanXB;0;0;3;3;;;;;;-1;NotInformative
3;vanXB;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanXB;0;0;1;1;;;;;;-1;NotInformative
GENO;vanXB;0;0;2;2;;;;;;-1;NotInformative
1;vanRB;1;0;2;3;39.92;;83.42;;1.94;-1;
2;vanRB;0;0;3;3;;;;;;-1;NotInformative
3;vanRB;2;0;1;3;36.92;5.98;85.85;5.66;1.8;-1;MultipleMeltPeaks
000NTC;vanRB;0;0;1;1;;;;;;-1;NotInformative
GENO;vanRB;0;0;2;2;;;;;;-1;NotInformative
1;vanRC;0;0;3;3;;;;;;-1;NotInformative
2;vanRC;0;0;3;3;;;;;;-1;NotInformative
3;vanRC;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanRC;0;0;1;1;;;;;;-1;NotInformative
GENO;vanRC;0;0;2;2;;;;;;-1;NotInformative
1;vanRC4;0;0;3;3;;;;;;-1;NotInformative
2;vanRC4;0;0;3;3;;;;;;-1;NotInformative
3;vanRC4;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanRC4;0;0;1;1;;;;;;-1;NotInformative
GENO;vanRC4;0;0;2;2;;;;;;-1;NotInformative
1;vanRD;0;0;3;3;;;;;;-1;NotInformative
2;vanRD;0;0;3;3;;;;;;-1;NotInformative
3;vanRD;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanRD;0;0;1;1;;;;;;-1;NotInformative
GENO;vanRD;0;0;2;2;;;;;;-1;NotInformative
1;vanSC;0;0;3;3;;;;;;-1;NotInformative
2;vanSC;0;0;3;3;;;;;;-1;NotInformative
3;vanSC;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanSC;1;0;0;1;38.3;;76.76;;1.91;-1;
GENO;vanSC;0;0;2;2;;;;;;-1;NotInformative
1;vanTE;0;0;3;3;;;;;;-1;NotInformative
2;vanTE;0;0;3;3;;;;;;-1;NotInformative
3;vanTE;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanTE;0;0;1;1;;;;;;-1;NotInformative
GENO;vanTE;0;0;2;2;;;;;;-1;NotInformative
1;vanTC;2;0;1;3;34.13;1.02;86.18;2.54;1.88;-1;MultipleMeltPeaks
2;vanTC;1;0;2;3;31.54;;86.17;;1.93;-1;MultipleMeltPeaks
3;vanTC;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;vanTC;0;0;1;1;;;;;;-1;NotInformative
GENO;vanTC;0;0;2;2;;;;;;-1;NotInformative
1;vanTG;0;0;3;3;;;;;;-1;NotInformative
2;vanTG;0;0;3;3;;;;;;-1;NotInformative
3;vanTG;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanTG;0;0;1;1;;;;;;-1;NotInformative
GENO;vanTG;0;0;2;2;;;;;;-1;NotInformative
1;vanYB;3;0;0;3;40.69;2.72;84.53;0.1;1.8;-1;
2;vanYB;0;0;3;3;;;;;;-1;NotInformative
3;vanYB;1;0;2;3;41.81;;87.44;;1.86;-1;
000NTC;vanYB;0;0;1;1;;;;;;-1;NotInformative
GENO;vanYB;0;0;2;2;;;;;;-1;NotInformative
1;vanYD;3;0;0;3;33.6;5.24;87.12;0.63;1.73;-1;
2;vanYD;1;0;2;3;38.52;;86.42;;1.52;-1;MultipleMeltPeaks
3;vanYD;2;0;1;3;38.31;4.75;84.99;0.7;1.68;-1;MultipleMeltPeaks
000NTC;vanYD;1;0;0;1;33.28;;79.23;;1.77;-1;
GENO;vanYD;0;0;2;2;;;;;;-1;NotInformative
1;vanG;1;0;2;3;43.12;;87.84;;1.95;-1;
2;vanG;0;0;3;3;;;;;;-1;NotInformative
3;vanG;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanG;0;0;1;1;;;;;;-1;NotInformative
GENO;vanG;0;0;2;2;;;;;;-1;NotInformative
1;vanC2/vanC3;0;0;3;3;;;;;;-1;NotInformative
2;vanC2/vanC3;0;0;3;3;;;;;;-1;NotInformative
3;vanC2/vanC3;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanC2/vanC3;0;0;1;1;;;;;;-1;NotInformative
GENO;vanC2/vanC3;0;0;2;2;;;;;;-1;NotInformative
1;vanA;1;0;2;3;32.34;;86.71;;1.77;-1;MultipleMeltPeaks
2;vanA;2;0;1;3;34.56;2.24;87.23;0.2;1.53;-1;
3;vanA;3;0;0;3;30.9;0.21;87.42;0.14;1.76;-1;
000NTC;vanA;0;0;1;1;;;;;;-1;NotInformative
GENO;vanA;0;0;2;2;;;;;;-1;NotInformative
1;vanXA;0;0;3;3;;;;;;-1;NotInformative
2;vanXA;0;0;3;3;;;;;;-1;NotInformative
3;vanXA;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanXA;1;0;0;1;40.29;;75.98;;1.8;-1;
GENO;vanXA;0;0;2;2;;;;;;-1;NotInformative
1;vanSB;0;0;3;3;;;;;;-1;NotInformative
2;vanSB;1;0;2;3;35.74;;74.05;;1.66;-1;MultipleMeltPeaks
3;vanSB;1;0;2;3;34.87;;90.61;;1.78;-1;
000NTC;vanSB;0;0;1;1;;;;;;-1;NotInformative
GENO;vanSB;1;0;1;2;41.34;;72.25;;1.67;-1;
1;16S old 1;2;0;1;3;13.58;0.08;82.02;0.14;1.68;-1;
2;16S old 1;2;0;1;3;12.78;0.06;82.25;0.1;1.78;-1;
3;16S old 1;3;0;0;3;13.25;0.02;82.22;0.06;1.73;-1;
000NTC;16S old 1;1;0;0;1;28.67;;81.85;;1.88;-1;
GENO;16S old 1;2;0;0;2;27.72;0.89;81.16;0.48;1.68;-1;
1;16S new 2;3;0;0;3;12.22;0.06;84.78;0.05;2.24;-1;
2;16S new 2;2;1;0;3;11.5;0.15;84.24;0.09;2.02;-1;ContainsOutlierReplicateCt
3;16S new 2;3;0;0;3;12.23;0.05;86.17;0.07;2.27;-1;
000NTC;16S new 2;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;16S new 2;2;0;0;2;27.72;0.42;85.54;1.26;1.58;-1;
1;cfiA;2;0;1;3;33.39;2.27;91.43;0.04;1.82;-1;MultipleMeltPeaks
2;cfiA;1;0;2;3;30.83;;91.5;;1.84;-1;MultipleMeltPeaks
3;cfiA;3;0;0;3;32.9;2.51;91.44;0.23;1.84;-1;
000NTC;cfiA;0;0;1;1;;;;;;-1;NotInformative
GENO;cfiA;0;0;2;2;;;;;;-1;NotInformative
1;blaACC-1;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
2;blaACC-1;0;0;3;3;;;;;;-1;NotInformative
3;blaACC-1;1;0;2;3;42.59;;84.97;;2;-1;
000NTC;blaACC-1;0;0;1;1;;;;;;-1;NotInformative
GENO;blaACC-1;0;0;2;2;;;;;;-1;NotInformative
1;blaMOX/blaCMY;2;0;1;3;33.39;0.82;90.35;0.22;1.74;-1;MultipleMeltPeaks
2;blaMOX/blaCMY;3;0;0;3;36.49;2.69;90.87;0.56;1.71;-1;
3;blaMOX/blaCMY;2;0;1;3;36.46;3.96;90.49;0.34;1.7;-1;MultipleMeltPeaks
000NTC;blaMOX/blaCMY;0;0;1;1;;;;;;-1;NotInformative
GENO;blaMOX/blaCMY;0;0;2;2;;;;;;-1;NotInformative
1;blaOCH;2;0;1;3;33.7;1.82;89.4;1.41;1.88;-1;MultipleMeltPeaks
2;blaOCH;1;0;2;3;33.08;;84.85;;1.74;-1;MultipleMeltPeaks
3;blaOCH;2;0;1;3;38.04;2.43;87.85;1.07;1.58;-1;MultipleMeltPeaks
000NTC;blaOCH;0;0;1;1;;;;;;-1;NotInformative
GENO;blaOCH;0;0;2;2;;;;;;-1;NotInformative
1;blaPAO/PDC;2;0;1;3;34.16;1.68;90.57;0.71;1.79;-1;MultipleMeltPeaks
2;blaPAO/PDC;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
3;blaPAO/PDC;3;0;0;3;34.73;1.75;91.51;0.51;1.77;-1;
000NTC;blaPAO/PDC;0;0;1;1;;;;;;-1;NotInformative
GENO;blaPAO/PDC;1;0;1;2;42.82;;73.99;;1.91;-1;
1;blaVEB;0;0;3;3;;;;;;-1;NotInformative
2;blaVEB;0;0;3;3;;;;;;-1;NotInformative
3;blaVEB;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaVEB;0;0;1;1;;;;;;-1;NotInformative
GENO;blaVEB;0;0;2;2;;;;;;-1;NotInformative
1;bla1;0;0;3;3;;;;;;-1;NotInformative
2;bla1;0;0;3;3;;;;;;-1;NotInformative
3;bla1;0;0;3;3;;;;;;-1;NotInformative
000NTC;bla1;0;0;1;1;;;;;;-1;NotInformative
GENO;bla1;0;0;2;2;;;;;;-1;NotInformative
1;blaROB;2;0;1;3;32.94;1.07;89.33;1.36;1.92;-1;MultipleMeltPeaks
2;blaROB;2;0;1;3;31.6;0.27;90.29;0.05;1.88;-1;
3;blaROB;3;0;0;3;34.44;3.8;91.08;0.84;1.88;-1;
000NTC;blaROB;0;0;1;1;;;;;;-1;NotInformative
GENO;blaROB;0;0;2;2;;;;;;-1;NotInformative
1;blaOXY-2;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
2;blaOXY-2;2;1;0;3;24.74;0.23;89.83;0.1;1.8;-1;ContainsOutlierReplicateCt
3;blaOXY-2;1;0;2;3;24.2;;89.98;;1.81;-1;MultipleMeltPeaks
000NTC;blaOXY-2;0;0;1;1;;;;;;-1;NotInformative
GENO;blaOXY-2;0;0;2;2;;;;;;-1;NotInformative
1;blaPSE;1;0;2;3;42.3;;90.36;;1.63;-1;
2;blaPSE;0;0;3;3;;;;;;-1;NotInformative
3;blaPSE;1;0;2;3;42.49;;86.97;;1.7;-1;
000NTC;blaPSE;0;0;1;1;;;;;;-1;NotInformative
GENO;blaPSE;0;0;2;2;;;;;;-1;NotInformative
1;cphA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
2;cphA;1;0;2;3;27.89;;90.67;;1.89;-1;MultipleMeltPeaks
3;cphA;1;0;2;3;26.92;;91.88;;1.83;-1;MultipleMeltPeaks
000NTC;cphA;0;0;1;1;;;;;;-1;NotInformative
GENO;cphA;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
1;bla-L1;3;0;0;3;34.83;1.94;88.6;0.18;1.88;-1;
2;bla-L1;2;0;1;3;41;1.75;84.9;5.25;1.84;-1;
3;bla-L1;1;0;2;3;39.32;;89.53;;1.83;-1;
000NTC;bla-L1;0;0;1;1;;;;;;-1;NotInformative
GENO;bla-L1;0;0;2;2;;;;;;-1;NotInformative
1;cfxA;1;0;2;3;36.46;;89.1;;1.79;-1;MultipleMeltPeaks
2;cfxA;2;0;1;3;39.69;5.58;91.4;0.08;1.74;-1;MultipleMeltPeaks
3;cfxA;2;0;1;3;37.74;2.93;91.17;0.61;1.78;-1;
000NTC;cfxA;0;0;1;1;;;;;;-1;NotInformative
GENO;cfxA;0;0;2;2;;;;;;-1;NotInformative
1;cepA;0;0;3;3;;;;;;-1;NotInformative
2;cepA;0;0;3;3;;;;;;-1;NotInformative
3;cepA;0;0;3;3;;;;;;-1;NotInformative
000NTC;cepA;0;0;1;1;;;;;;-1;NotInformative
GENO;cepA;0;0;2;2;;;;;;-1;NotInformative
1;blaCMY;2;0;1;3;33.08;0.11;90.17;0.92;1.79;-1;MultipleMeltPeaks
2;blaCMY;2;1;0;3;33.46;0.02;89.05;0.22;1.79;-1;ContainsOutlierReplicateCt
3;blaCMY;2;0;1;3;34.36;1.03;90.05;0.97;1.76;-1;MultipleMeltPeaks
000NTC;blaCMY;0;0;1;1;;;;;;-1;NotInformative
GENO;blaCMY;0;0;2;2;;;;;;-1;NotInformative
1;ampC/blaDHA;1;0;2;3;36.75;;89.69;;1.81;-1;MultipleMeltPeaks
2;ampC/blaDHA;2;0;1;3;39.49;5.09;84.08;0.02;1.84;-1;
3;ampC/blaDHA;1;0;2;3;40.03;;84.37;;1.82;-1;MultipleMeltPeaks
000NTC;ampC/blaDHA;0;0;1;1;;;;;;-1;NotInformative
GENO;ampC/blaDHA;0;0;2;2;;;;;;-1;NotInformative
1;blaGES;0;0;3;3;;;;;;-1;NotInformative
2;blaGES;0;0;3;3;;;;;;-1;NotInformative
3;blaGES;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaGES;0;0;1;1;;;;;;-1;NotInformative
GENO;blaGES;0;0;2;2;;;;;;-1;NotInformative
1;blaSFO;2;0;1;3;27.9;0.6;88.32;0.05;1.87;-1;MultipleMeltPeaks
2;blaSFO;2;0;1;3;32.52;3.19;88.31;0.07;1.76;-1;
3;blaSFO;2;0;1;3;31.91;0.8;88.25;0.05;1.92;-1;MultipleMeltPeaks
000NTC;blaSFO;0;0;1;1;;;;;;-1;NotInformative
GENO;blaSFO;0;0;2;2;;;;;;-1;NotInformative
1;blaTLA;0;0;3;3;;;;;;-1;NotInformative
2;blaTLA;0;0;3;3;;;;;;-1;NotInformative
3;blaTLA;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaTLA;0;0;1;1;;;;;;-1;NotInformative
GENO;blaTLA;0;0;2;2;;;;;;-1;NotInformative
1;blaZ;0;0;3;3;;;;;;-1;NotInformative
2;blaZ;0;0;3;3;;;;;;-1;NotInformative
3;blaZ;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaZ;0;0;1;1;;;;;;-1;NotInformative
GENO;blaZ;0;0;2;2;;;;;;-1;NotInformative
1;blaVIM;0;0;3;3;;;;;;-1;NotInformative
2;blaVIM;0;0;3;3;;;;;;-1;NotInformative
3;blaVIM;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaVIM;0;0;1;1;;;;;;-1;NotInformative
GENO;blaVIM;0;0;2;2;;;;;;-1;NotInformative
1;Pbp5;0;0;3;3;;;;;;-1;NotInformative
2;Pbp5;0;0;3;3;;;;;;-1;NotInformative
3;Pbp5;0;0;3;3;;;;;;-1;NotInformative
000NTC;Pbp5;0;0;1;1;;;;;;-1;NotInformative
GENO;Pbp5;0;0;2;2;;;;;;-1;NotInformative
1;pbp;0;0;3;3;;;;;;-1;NotInformative
2;pbp;0;0;3;3;;;;;;-1;NotInformative
3;pbp;0;0;3;3;;;;;;-1;NotInformative
000NTC;pbp;0;0;1;1;;;;;;-1;NotInformative
GENO;pbp;0;0;2;2;;;;;;-1;NotInformative
1;mecA;0;0;3;3;;;;;;-1;NotInformative
2;mecA;0;0;3;3;;;;;;-1;NotInformative
3;mecA;0;0;3;3;;;;;;-1;NotInformative
000NTC;mecA;0;0;1;1;;;;;;-1;NotInformative
GENO;mecA;0;0;2;2;;;;;;-1;NotInformative
1;blaCTX-M;1;0;2;3;38.98;;76.44;;1.88;-1;
2;blaCTX-M;0;0;3;3;;;;;;-1;NotInformative
3;blaCTX-M;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaCTX-M;1;0;0;1;31.61;;76.82;;1.89;-1;
GENO;blaCTX-M;0;0;2;2;;;;;;-1;NotInformative
1;penA;2;0;1;3;34.33;0.43;90.92;0.24;1.83;-1;MultipleMeltPeaks
2;penA;2;0;1;3;37.97;5.2;90.7;0.5;1.69;-1;
3;penA;3;0;0;3;33.46;1.53;90.84;0.03;1.9;-1;
000NTC;penA;0;0;1;1;;;;;;-1;NotInformative
GENO;penA;0;0;2;2;;;;;;-1;NotInformative
1;imp-marko;0;0;3;3;;;;;;-1;NotInformative
2;imp-marko;0;0;3;3;;;;;;-1;NotInformative
3;imp-marko;0;0;3;3;;;;;;-1;NotInformative
000NTC;imp-marko;0;0;1;1;;;;;;-1;NotInformative
GENO;imp-marko;0;0;2;2;;;;;;-1;NotInformative
1;NDM new;0;0;3;3;;;;;;-1;NotInformative
2;NDM new;0;0;3;3;;;;;;-1;NotInformative
3;NDM new;0;0;3;3;;;;;;-1;NotInformative
000NTC;NDM new;0;0;1;1;;;;;;-1;NotInformative
GENO;NDM new;0;0;2;2;;;;;;-1;NotInformative
1;blaCTX-M-1,3,15;0;0;3;3;;;;;;-1;NotInformative
2;blaCTX-M-1,3,15;0;0;3;3;;;;;;-1;NotInformative
3;blaCTX-M-1,3,15;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaCTX-M-1,3,15;0;0;1;1;;;;;;-1;NotInformative
GENO;blaCTX-M-1,3,15;0;0;2;2;;;;;;-1;NotInformative
1;blaSHV-11;2;0;1;3;35.4;0.98;88.53;0.73;1.92;-1;MultipleMeltPeaks
2;blaSHV-11;1;0;2;3;41.71;;86.84;;1.57;-1;MultipleMeltPeaks
3;blaSHV-11;3;0;0;3;35.34;2.1;91.43;0.02;1.63;-1;
000NTC;blaSHV-11;0;0;1;1;;;;;;-1;NotInformative
GENO;blaSHV-11;0;0;2;2;;;;;;-1;NotInformative
1;bla-SME;0;0;3;3;;;;;;-1;NotInformative
2;bla-SME;0;0;3;3;;;;;;-1;NotInformative
3;bla-SME;0;0;3;3;;;;;;-1;NotInformative
000NTC;bla-SME;0;0;1;1;;;;;;-1;NotInformative
GENO;bla-SME;0;0;2;2;;;;;;-1;NotInformative
1;blaFOXnew;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
2;blaFOXnew;1;0;2;3;41.34;;89.5;;1.63;-1;
3;blaFOXnew;1;0;2;3;41.79;;91.54;;1.57;-1;MultipleMeltPeaks
000NTC;blaFOXnew;0;0;1;1;;;;;;-1;NotInformative
GENO;blaFOXnew;0;0;2;2;;;;;;-1;NotInformative
1;ampC;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
2;ampC;2;1;0;3;32.79;0.52;90.5;0.14;1.84;-1;ContainsOutlierReplicateCt
3;ampC;2;0;1;3;34.94;2.19;90.85;0.03;1.79;-1;MultipleMeltPeaks
000NTC;ampC;0;0;1;1;;;;;;-1;NotInformative
GENO;ampC;2;0;0;2;43.75;0.02;78.35;0.07;1.97;-1;
1;blaOXA10;0;0;3;3;;;;;;-1;NotInformative
2;blaOXA10;0;0;3;3;;;;;;-1;NotInformative
3;blaOXA10;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaOXA10;0;0;1;1;;;;;;-1;NotInformative
GENO;blaOXA10;0;0;2;2;;;;;;-1;NotInformative
1;blaIMIR;3;0;0;3;32.22;1.19;91.98;0.26;1.8;-1;
2;blaIMIR;3;0;0;3;34.31;1.59;90.11;4.02;1.8;-1;
3;blaIMIR;2;0;1;3;34.64;4.12;91.67;0.03;1.8;-1;MultipleMeltPeaks
000NTC;blaIMIR;0;0;1;1;;;;;;-1;NotInformative
GENO;blaIMIR;0;0;2;2;;;;;;-1;NotInformative
1;blaTEM;1;0;2;3;31.75;;86.35;;1.87;-1;
2;blaTEM;0;0;3;3;;;;;;-1;NotInformative
3;blaTEM;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaTEM;0;0;1;1;;;;;;-1;NotInformative
GENO;blaTEM;2;0;0;2;25.38;1.4;81.67;0.02;1.85;-1;
1;blaPER;1;0;2;3;36.61;;89.3;;1.61;-1;MultipleMeltPeaks
2;blaPER;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
3;blaPER;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;blaPER;0;0;1;1;;;;;;-1;NotInformative
GENO;blaPER;0;0;2;2;;;;;;-1;NotInformative
1;KPC;0;0;3;3;;;;;;-1;NotInformative
2;KPC;0;0;3;3;;;;;;-1;NotInformative
3;KPC;0;0;3;3;;;;;;-1;NotInformative
000NTC;KPC;0;0;1;1;;;;;;-1;NotInformative
GENO;KPC;0;0;2;2;;;;;;-1;NotInformative
1;beta_ccra;1;0;2;3;32.76;;90.28;;1.84;-1;MultipleMeltPeaks
2;beta_ccra;2;0;1;3;38.91;2.35;84.27;6.61;1.84;-1;MultipleMeltPeaks
3;beta_ccra;2;0;1;3;36.86;7.36;86.34;1.25;1.87;-1;MultipleMeltPeaks
000NTC;beta_ccra;0;0;1;1;;;;;;-1;NotInformative
GENO;beta_ccra;0;0;2;2;;;;;;-1;NotInformative
1;cefa_ampc;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
2;cefa_ampc;0;0;3;3;;;;;;-1;NotInformative
3;cefa_ampc;1;0;2;3;32.19;;89.61;;1.61;-1;MultipleMeltPeaks
000NTC;cefa_ampc;0;0;1;1;;;;;;-1;NotInformative
GENO;cefa_ampc;0;0;2;2;;;;;;-1;NotInformative
1;bl1acc;0;0;3;3;;;;;;-1;NotInformative
2;bl1acc;1;0;2;3;42.37;;91.62;;1.69;-1;
3;bl1acc;1;0;2;3;42.34;;89.33;;1.79;-1;
000NTC;bl1acc;0;0;1;1;;;;;;-1;NotInformative
GENO;bl1acc;0;0;2;2;;;;;;-1;NotInformative
1;bl3_cpha;1;0;2;3;42.04;;87.94;;1.86;-1;
2;bl3_cpha;0;0;3;3;;;;;;-1;NotInformative
3;bl3_cpha;1;0;2;3;42.07;;87.61;;1.94;-1;MultipleMeltPeaks
000NTC;bl3_cpha;0;0;1;1;;;;;;-1;NotInformative
GENO;bl3_cpha;0;0;2;2;;;;;;-1;NotInformative
1;blaB-11,13,14;1;0;2;3;40.39;;87.07;;1.81;-1;
2;blaB-11,13,14;0;0;3;3;;;;;;-1;NotInformative
3;blaB-11,13,14;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaB-11,13,14;0;0;1;1;;;;;;-1;NotInformative
GENO;blaB-11,13,14;0;0;2;2;;;;;;-1;NotInformative
1;blaIND;2;0;1;3;33.3;2.05;90.49;1.65;1.88;-1;
2;blaIND;0;0;3;3;;;;;;-1;NotInformative
3;blaIND;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaIND;0;0;1;1;;;;;;-1;NotInformative
GENO;blaIND;0;0;2;2;;;;;;-1;NotInformative
1;blaLEN;2;0;1;3;30.51;2.4;91.61;0.21;1.78;-1;MultipleMeltPeaks
2;blaLEN;2;0;1;3;38.27;3.52;90.09;0.13;1.68;-1;MultipleMeltPeaks
3;blaLEN;1;0;2;3;38.46;;92.24;;1.7;-1;MultipleMeltPeaks
000NTC;blaLEN;0;0;1;1;;;;;;-1;NotInformative
GENO;blaLEN;0;0;2;2;;;;;;-1;NotInformative
1;blaOXY-1;1;0;2;3;28.43;;76.98;;1.64;-1;MultipleMeltPeaks
2;blaOXY-1;2;0;1;3;27.79;1.25;77.04;0.08;1.67;-1;MultipleMeltPeaks
3;blaOXY-1;1;0;2;3;26.75;;76.92;;1.74;-1;MultipleMeltPeaks
000NTC;blaOXY-1;1;0;0;1;27.73;;77.15;;1.81;-1;
GENO;blaOXY-1;2;0;0;2;26.87;0.46;77.33;0.12;1.8;-1;
1;blaCARB;1;0;2;3;31.36;;87.53;;1.96;-1;MultipleMeltPeaks
2;blaCARB;3;0;0;3;36.05;2.61;87.57;2.22;1.83;-1;
3;blaCARB;2;1;0;3;35.42;0.23;92.3;1.61;1.84;-1;ContainsOutlierReplicateCt
000NTC;blaCARB;0;0;1;1;;;;;;-1;NotInformative
GENO;blaCARB;0;0;2;2;;;;;;-1;NotInformative
1;blaGOB;2;0;1;3;33.48;7.13;89.89;0.16;1.89;-1;MultipleMeltPeaks
2;blaGOB;2;0;1;3;33.54;1.95;89.57;2.47;1.77;-1;MultipleMeltPeaks
3;blaGOB;1;0;2;3;31.85;;91.72;;1.89;-1;MultipleMeltPeaks
000NTC;blaGOB;1;0;0;1;38.76;;76.47;;1.96;-1;
GENO;blaGOB;2;0;0;2;35.48;3.83;77.78;1.39;1.94;-1;
1;blaHERA;0;0;3;3;;;;;;-1;NotInformative
2;blaHERA;0;0;3;3;;;;;;-1;NotInformative
3;blaHERA;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaHERA;0;0;1;1;;;;;;-1;NotInformative
GENO;blaHERA;0;0;2;2;;;;;;-1;NotInformative
1;blaMIR;2;1;0;3;29.7;0.03;87.53;0.3;1.8;-1;ContainsOutlierReplicateCt
2;blaMIR;2;0;1;3;31.01;0.17;87.25;0.02;1.86;-1;
3;blaMIR;3;0;0;3;32.11;3.53;88.5;2.53;1.85;-1;
000NTC;blaMIR;0;0;1;1;;;;;;-1;NotInformative
GENO;blaMIR;0;0;2;2;;;;;;-1;NotInformative
1;nonmobile_blaADC;0;0;3;3;;;;;;-1;NotInformative
2;nonmobile_blaADC;0;0;3;3;;;;;;-1;NotInformative
3;nonmobile_blaADC;0;0;3;3;;;;;;-1;NotInformative
000NTC;nonmobile_blaADC;0;0;1;1;;;;;;-1;NotInformative
GENO;nonmobile_blaADC;0;0;2;2;;;;;;-1;NotInformative
1;nonmobile blaBEL;1;0;2;3;31.73;;79.05;;1.93;-1;
2;nonmobile blaBEL;1;0;2;3;34.56;;79.58;;1.87;-1;
3;nonmobile blaBEL;1;0;2;3;42.73;;75.67;;2.24;-1;
000NTC;nonmobile blaBEL;1;0;0;1;33.73;;78.36;;1.85;-1;
GENO;nonmobile blaBEL;2;0;0;2;35.07;4.86;77.65;1.73;1.86;-1;
1;blaIMI;1;0;2;3;37.5;;76.2;;1.76;-1;
2;blaIMI;1;0;2;3;35.06;;85.53;;1.69;-1;MultipleMeltPeaks
3;blaIMI;2;1;0;3;40.05;0.29;75.7;0.31;1.85;-1;ContainsOutlierReplicateCt
000NTC;blaIMI;0;0;1;1;;;;;;-1;NotInformative
GENO;blaIMI;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
1;bla-ACT;3;0;0;3;32.05;1.27;89.91;0.83;1.93;-1;
2;bla-ACT;2;0;1;3;31.69;0.64;91.19;0.33;1.91;-1;
3;bla-ACT;1;0;2;3;30.78;;89.42;;1.8;-1;MultipleMeltPeaks
000NTC;bla-ACT;0;0;1;1;;;;;;-1;NotInformative
GENO;bla-ACT;2;0;0;2;34.44;7.86;79.59;4.62;1.85;-1;
1;acrB;0;0;3;3;;;;;;-1;NotInformative
2;acrB;1;0;2;3;36.5;;82.87;;1.87;-1;
3;acrB;1;0;2;3;35;;83.16;;1.45;-1;MultipleMeltPeaks
000NTC;acrB;0;0;1;1;;;;;;-1;NotInformative
GENO;acrB;0;0;2;2;;;;;;-1;NotInformative
1;acrF;1;0;2;3;35.19;;91.08;;1.91;-1;MultipleMeltPeaks
2;acrF;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
3;acrF;2;0;1;3;38.06;1.38;83.05;4.85;1.78;-1;MultipleMeltPeaks
000NTC;acrF;0;0;1;1;;;;;;-1;NotInformative
GENO;acrF;0;0;2;2;;;;;;-1;NotInformative
1;adeA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
2;adeA;3;0;0;3;36.91;4.53;85.33;3.42;1.79;-1;
3;adeA;1;0;2;3;43.05;;75.59;;1.97;-1;
000NTC;adeA;0;0;1;1;;;;;;-1;NotInformative
GENO;adeA;0;0;2;2;;;;;;-1;NotInformative
