Sample;Assay;N;Outliers;Rejected;Total reps;Ct;Ct SD;Tm;Tm SD;Efficiency;Conc;Flags
26;cmlA1;2;0;1;3;17.73;0.33;91.43;0.06;2.15;-1;
27;cmlA1;3;0;0;3;16.98;0.22;91.35;0.06;2.04;-1;
000NTC;cmlA1;1;0;0;1;22.45;;91.52;;1.9;-1;
GENO;cmlA1;2;0;0;2;18.85;1.56;91.69;0.11;1.87;-1;
25;cmx(A);2;1;0;3;15.52;0.13;91.08;0.07;1.88;-1;ContainsOutlierReplicateCt
26;cmx(A);2;1;0;3;15.57;4.27E-03;91.04;0.05;1.82;-1;ContainsOutlierReplicateCt
27;cmx(A);2;0;1;3;16.12;0.16;91.17;0.06;2.16;-1;
000NTC;cmx(A);1;0;0;1;15.66;;91.13;;1.85;-1;
GENO;cmx(A);1;0;1;2;18.51;;91.18;;1.86;-1;MultipleMeltPeaks
25;catA1;3;0;0;3;26.5;0.51;91.36;0.57;1.89;-1;
26;catA1;1;0;2;3;28.03;;91.57;;1.93;-1;MultipleMeltPeaks
27;catA1;2;1;0;3;27.1;0.16;91.39;1.59;1.84;-1;ContainsOutlierReplicateCt
000NTC;catA1;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;catA1;2;0;0;2;28.14;0.7;91.2;1.1;1.88;-1;
25;qnrB-bob_resign;2;1;0;3;16.41;0.23;90.77;0.02;1.85;-1;ContainsOutlierReplicateCt
26;qnrB-bob_resign;0;0;3;3;;;;;;-1;NotInformative
27;qnrB-bob_resign;3;0;0;3;16.54;0.13;90.84;0.05;1.83;-1;
000NTC;qnrB-bob_resign;1;0;0;1;16.68;;90.82;;1.84;-1;
GENO;qnrB-bob_resign;2;0;0;2;21.06;2.81;91.06;7.07E-03;1.85;-1;
25;cmlA5;3;0;0;3;21;0.42;91.76;0.34;1.85;-1;
26;cmlA5;3;0;0;3;21.13;0.39;91.98;0.23;1.86;-1;
27;cmlA5;3;0;0;3;20.82;0.23;91.59;0.07;1.83;-1;
000NTC;cmlA5;1;0;0;1;25.06;;93.22;;1.83;-1;
GENO;cmlA5;2;0;0;2;21.76;0.99;91.52;0.27;1.83;-1;
25;floR;1;0;2;3;16.95;;90.83;;1.84;-1;MultipleMeltPeaks
26;floR;2;0;1;3;17.43;0.02;91.05;0.07;1.85;-1;
27;floR;3;0;0;3;17.14;0.21;91.24;0.07;1.88;-1;
000NTC;floR;1;0;0;1;17.19;;90.8;;1.85;-1;
GENO;floR;2;0;0;2;22.04;3.63;91.9;0.23;1.83;-1;
25;vanC;2;0;1;3;20.99;0.19;91.61;0.19;1.86;-1;MultipleMeltPeaks
26;vanC;3;0;0;3;21.66;0.53;91.44;0.35;1.86;-1;
27;vanC;3;0;0;3;20.91;0.11;91.46;0.91;1.85;-1;
000NTC;vanC;1;0;0;1;25.58;;90.67;;1.91;-1;
GENO;vanC;1;0;1;2;20.82;;91.36;;1.85;-1;MultipleMeltPeaks
25;VanB;2;1;0;3;14.83;0.14;91.87;0.05;1.89;-1;ContainsOutlierReplicateCt
26;VanB;3;0;0;3;15.31;0.12;92.12;0.09;1.94;-1;
27;VanB;3;0;0;3;15.17;0.54;91.97;0.13;1.91;-1;
000NTC;VanB;1;0;0;1;15.11;;91.68;;1.84;-1;
GENO;VanB;2;0;0;2;19.6;3.37;91.74;0.02;1.88;-1;
25;vanD;2;0;1;3;26.46;1.27;89.65;0.31;1.9;-1;MultipleMeltPeaks
26;vanD;2;0;1;3;27.32;0.59;90.65;2.29;2.2;-1;MultipleMeltPeaks
27;vanD;2;0;1;3;25.86;0.7;90.67;2.34;1.99;-1;MultipleMeltPeaks
000NTC;vanD;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;vanD;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
25;vanHD;3;0;0;3;19.09;0.11;91.58;0.08;1.9;-1;
26;vanHD;3;0;0;3;19.81;0.25;91.88;0.19;1.86;-1;
27;vanHD;3;0;0;3;19.37;0.33;91.57;0.21;1.89;-1;
000NTC;vanHD;1;0;0;1;18.67;;91.06;;1.88;-1;
GENO;vanHD;2;0;0;2;22.09;1.35;91.5;0.91;1.91;-1;
25;vanHB;3;0;0;3;13.87;0.12;91.22;0.07;1.84;-1;
26;vanHB;2;0;1;3;14.27;0.13;91.29;0.07;1.87;-1;
27;vanHB;3;0;0;3;13.86;0.19;91.12;0.07;1.82;-1;
000NTC;vanHB;1;0;0;1;18.91;;91.1;;1.83;-1;
GENO;vanHB;2;0;0;2;16.09;2.08;91.29;0.06;1.83;-1;
25;vanRA;2;0;1;3;26.36;0.01;90.19;0.24;2.05;-1;MultipleMeltPeaks
26;vanRA;2;0;1;3;24.65;0.49;88.85;4.25;1.86;-1;MultipleMeltPeaks
27;vanRA;1;0;2;3;27.7;;92.16;;1.9;-1;MultipleMeltPeaks
000NTC;vanRA;1;0;0;1;25.3;;90.79;;1.89;-1;
GENO;vanRA;2;0;0;2;;10.06;;;;-1;NotInformative
25;vanSA;2;0;1;3;29.18;2.02;90.21;0.7;1.93;-1;MultipleMeltPeaks
26;vanSA;1;0;2;3;28.76;;82.7;;1.92;-1;MultipleMeltPeaks
27;vanSA;3;0;0;3;30.79;1.29;86.32;5.8;1.92;-1;
000NTC;vanSA;1;0;0;1;30.6;;75.51;;1.93;-1;
GENO;vanSA;2;0;0;2;33.01;4.18;85.43;6.51;1.9;-1;
25;vanWB;3;0;0;3;21.65;0.2;90.8;0.86;1.83;-1;
26;vanWB;2;0;1;3;22.77;0.69;90.81;0.19;1.84;-1;MultipleMeltPeaks
27;vanWB;2;0;1;3;22.45;0.01;91.17;0.89;1.83;-1;MultipleMeltPeaks
000NTC;vanWB;1;0;0;1;21.64;;91.13;;1.85;-1;
GENO;vanWB;1;0;1;2;24.16;;91.2;;1.82;-1;MultipleMeltPeaks
25;vanXB;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
26;vanXB;2;0;1;3;23.12;0.2;80.49;0.03;1.96;-1;MultipleMeltPeaks
27;vanXB;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;vanXB;1;0;0;1;22.33;;79.71;;1.96;-1;
GENO;vanXB;2;0;0;2;21.74;0.11;79.38;2.04;1.96;-1;
25;vanRB;2;1;0;3;17.61;0.32;91.52;0.47;1.99;-1;ContainsOutlierReplicateCt
26;vanRB;3;0;0;3;17.85;0.09;92.42;0.15;1.97;-1;
27;vanRB;3;0;0;3;17.93;0.13;92.1;0.15;1.92;-1;
000NTC;vanRB;1;0;0;1;18.11;;90.74;;1.93;-1;
GENO;vanRB;2;0;0;2;22.12;2.52;91.24;1.11;1.97;-1;
25;vanRC;2;1;0;3;20.29;0.08;91.66;0.33;1.9;-1;ContainsOutlierReplicateCt
26;vanRC;2;0;1;3;22.53;0.02;91.74;0.09;1.95;-1;
27;vanRC;2;1;0;3;21.58;0.02;91.38;0.3;1.86;-1;ContainsOutlierReplicateCt
000NTC;vanRC;1;0;0;1;24.59;;91.71;;1.9;-1;
GENO;vanRC;2;0;0;2;25.35;3.36;84.32;11.3;1.87;-1;
25;vanRC4;2;0;1;3;24.39;0.94;91.54;1.72;1.87;-1;MultipleMeltPeaks
26;vanRC4;2;0;1;3;26.87;0.08;92.26;0.03;1.86;-1;MultipleMeltPeaks
27;vanRC4;2;0;1;3;24.8;0.22;92.02;0.42;1.86;-1;MultipleMeltPeaks
000NTC;vanRC4;1;0;0;1;25.88;;92.35;;1.83;-1;
GENO;vanRC4;2;0;0;2;24.23;0.04;91.76;0.51;1.91;-1;
25;vanRD;1;0;2;3;22.15;;92.11;;1.91;-1;MultipleMeltPeaks
26;vanRD;2;0;1;3;22.47;0.4;92.16;0.03;1.87;-1;MultipleMeltPeaks
27;vanRD;1;0;2;3;22.38;;91.83;;1.89;-1;MultipleMeltPeaks
000NTC;vanRD;1;0;0;1;24.55;;90.26;;1.95;-1;
GENO;vanRD;2;0;0;2;27.76;6.96;84.1;11.47;1.95;-1;
25;vanSC;3;0;0;3;21.02;0.24;92.12;0.11;1.88;-1;
26;vanSC;3;0;0;3;21.5;0.18;92.26;0.14;1.9;-1;
27;vanSC;2;0;1;3;20.62;0.09;92.11;0.11;1.86;-1;MultipleMeltPeaks
000NTC;vanSC;1;0;0;1;22.31;;92.01;;1.87;-1;
GENO;vanSC;1;0;1;2;21.22;;92.16;;1.89;-1;MultipleMeltPeaks
25;vanTE;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
26;vanTE;2;1;0;3;19.33;0.64;92.12;0.05;1.88;-1;ContainsOutlierReplicateCt
27;vanTE;1;0;2;3;18.52;;89.96;;1.88;-1;MultipleMeltPeaks
000NTC;vanTE;1;0;0;1;21.49;;90.71;;1.87;-1;
GENO;vanTE;2;0;0;2;22.98;5.64;84.62;9.36;1.95;-1;
25;vanTC;3;0;0;3;13.56;0.19;91.04;0.12;1.73;-1;
26;vanTC;3;0;0;3;13.91;0.18;91.25;0.12;1.81;-1;
27;vanTC;3;0;0;3;13.32;0.12;91.26;0.04;1.83;-1;
000NTC;vanTC;1;0;0;1;15.87;;91.08;;1.83;-1;
GENO;vanTC;2;0;0;2;13.97;0.28;91.4;0.21;1.69;-1;
25;vanTG;2;0;1;3;22.62;0.15;91.32;0.06;1.98;-1;MultipleMeltPeaks
26;vanTG;2;0;1;3;23.2;0.25;83.91;9.5;2;-1;MultipleMeltPeaks
27;vanTG;1;0;2;3;22.46;;91.48;;2;-1;MultipleMeltPeaks
000NTC;vanTG;1;0;0;1;23.86;;89.75;;1.89;-1;
GENO;vanTG;2;0;0;2;23.47;1.08;83.33;11.55;1.89;-1;
25;vanYB;3;0;0;3;18.46;0.17;90.85;0.05;1.87;-1;
26;vanYB;3;0;0;3;18.57;0.19;90.96;0.18;1.9;-1;
27;vanYB;2;0;1;3;18.16;0.15;90.72;0.17;1.88;-1;MultipleMeltPeaks
000NTC;vanYB;1;0;0;1;20.26;;90.77;;1.87;-1;
GENO;vanYB;2;0;0;2;18.95;7.91E-03;91.15;0.55;1.87;-1;
25;vanYD;3;0;0;3;14.59;0.09;91.44;0.08;1.9;-1;
26;vanYD;3;0;0;3;14.91;0.08;91.92;0.02;2.11;-1;
27;vanYD;3;0;0;3;14.63;0.03;91.4;0.1;1.78;-1;
000NTC;vanYD;1;0;0;1;17.95;;91.69;;1.84;-1;
GENO;vanYD;1;0;1;2;26.13;;87.2;;1.87;-1;MultipleMeltPeaks
25;vanG;2;0;1;3;22.4;0.35;91.32;0.19;2.15;-1;MultipleMeltPeaks
26;vanG;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
27;vanG;1;0;2;3;22.3;;91.55;;2.1;-1;MultipleMeltPeaks
000NTC;vanG;1;0;0;1;24.07;;89.64;;1.98;-1;
GENO;vanG;1;0;1;2;23.24;;90.05;;2.09;-1;MultipleMeltPeaks
25;vanC2/vanC3;3;0;0;3;18.33;0.13;91.26;0.33;1.94;-1;
26;vanC2/vanC3;3;0;0;3;18.63;0.27;90.83;0.08;1.97;-1;
27;vanC2/vanC3;3;0;0;3;17.98;0.2;91.12;0.19;1.9;-1;
000NTC;vanC2/vanC3;1;0;0;1;21;;90.7;;1.92;-1;
GENO;vanC2/vanC3;2;0;0;2;22.38;5.55;83.91;9.75;1.92;-1;
25;vanA;3;0;0;3;13.08;0.15;92.31;0.09;1.91;-1;
26;vanA;3;0;0;3;13.37;0.05;92.42;0.08;1.92;-1;
27;vanA;1;0;2;3;12.91;;92.32;;2.03;-1;MultipleMeltPeaks
000NTC;vanA;1;0;0;1;15.12;;92.25;;1.86;-1;
GENO;vanA;2;0;0;2;13.71;0.17;91.91;0.43;1.87;-1;
25;vanXA;1;0;2;3;25.45;;92.33;;1.76;-1;MultipleMeltPeaks
26;vanXA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
27;vanXA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;vanXA;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;vanXA;1;0;1;2;25.71;;82.6;;1.85;-1;MultipleMeltPeaks
25;vanSB;3;0;0;3;21.24;0.26;91.16;0.02;1.87;-1;
26;vanSB;3;0;0;3;21.68;0.28;91.38;0.15;1.87;-1;
27;vanSB;2;1;0;3;20.99;0.05;91.27;0.09;1.87;-1;ContainsOutlierReplicateCt
000NTC;vanSB;1;0;0;1;22.98;;91;;1.87;-1;
GENO;vanSB;2;0;0;2;22.06;0.29;91.72;0.75;1.92;-1;
25;16S old 1;2;0;1;3;10.99;0.05;91.03;0.07;1.96;-1;MultipleMeltPeaks
26;16S old 1;1;0;2;3;11.08;;90.97;;1.99;-1;MultipleMeltPeaks
27;16S old 1;3;0;0;3;11.42;0.16;91.03;0.04;2.14;-1;
000NTC;16S old 1;1;0;0;1;14.48;;91.09;;2.02;-1;
GENO;16S old 1;2;0;0;2;18.46;9.34;90.27;1.08;2;-1;
25;16S new 2;2;1;0;3;7.61;0.05;91.03;9.69E-03;2.29;-1;ContainsOutlierReplicateCt
26;16S new 2;0;0;3;3;;;;;;-1;NotInformative
27;16S new 2;2;0;1;3;7.49;0.18;91.44;0.02;2.21;-1;
000NTC;16S new 2;1;0;0;1;9.94;;91.17;;1.69;-1;
GENO;16S new 2;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
25;cfiA;2;0;1;3;17.19;0.1;90.91;0.55;1.98;-1;MultipleMeltPeaks
26;cfiA;3;0;0;3;18.49;0.98;91.29;0.15;2.18;-1;BadR2
27;cfiA;3;0;0;3;17.43;0.12;91.77;0.31;1.98;-1;
000NTC;cfiA;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;cfiA;1;0;1;2;21.78;;91.81;;1.85;-1;MultipleMeltPeaks
25;blaACC-1;2;0;1;3;17.87;0.52;91.42;0.47;1.93;-1;
26;blaACC-1;3;0;0;3;18.49;0.13;91.99;0.17;1.95;-1;
27;blaACC-1;1;0;2;3;18.25;;91.46;;1.86;-1;MultipleMeltPeaks
000NTC;blaACC-1;1;0;0;1;18.21;;91.24;;1.88;-1;
GENO;blaACC-1;2;0;0;2;22.64;2.85;91.93;0.06;1.87;-1;
25;blaMOX/blaCMY;3;0;0;3;16.87;0.03;92.14;0.06;1.98;-1;
26;blaMOX/blaCMY;3;0;0;3;17.66;0.31;92.16;0.08;1.96;-1;
27;blaMOX/blaCMY;3;0;0;3;16.94;0.04;92.09;0.17;1.87;-1;
000NTC;blaMOX/blaCMY;1;0;0;1;21.75;;92.12;;1.87;-1;
GENO;blaMOX/blaCMY;1;0;1;2;22.57;;92.06;;1.86;-1;MultipleMeltPeaks
25;blaOCH;2;1;0;3;15.79;0.81;92.04;0.28;2.2;-1;ContainsOutlierReplicateCt
26;blaOCH;2;0;1;3;16.08;0.05;92.39;0.03;2.06;-1;
27;blaOCH;3;0;0;3;15.74;0.2;92.2;8.35E-03;1.95;-1;
000NTC;blaOCH;1;0;0;1;16.26;;92.06;;1.94;-1;
GENO;blaOCH;2;0;0;2;21.24;3.71;91.89;0.51;1.94;-1;
25;blaPAO/PDC;3;0;0;3;18.16;0.11;91.76;0.11;1.93;-1;
26;blaPAO/PDC;2;1;0;3;18.44;0.05;91.38;0.02;1.9;-1;ContainsOutlierReplicateCt
27;blaPAO/PDC;2;1;0;3;17.7;0.02;91.11;0.03;1.85;-1;ContainsOutlierReplicateCt
000NTC;blaPAO/PDC;1;0;0;1;21.71;;91.99;;1.81;-1;
GENO;blaPAO/PDC;2;0;0;2;18.84;0.8;91.49;0.15;1.87;-1;
25;blaVEB;2;1;0;3;24.25;0.21;90.87;0.15;1.9;-1;ContainsOutlierReplicateCt
26;blaVEB;2;0;1;3;24.42;7.18E-03;91.71;1.15;1.91;-1;MultipleMeltPeaks
27;blaVEB;3;0;0;3;23.92;0.25;90.16;0.88;1.85;-1;
000NTC;blaVEB;1;0;0;1;24.02;;89.48;;1.87;-1;
GENO;blaVEB;1;0;1;2;22.2;;89.17;;1.61;-1;MultipleMeltPeaks
25;bla1;2;0;1;3;25.25;0.65;86.11;1.1;2.2;-1;MultipleMeltPeaks
26;bla1;1;0;2;3;28.22;;87.76;;2.29;-1;MultipleMeltPeaks
27;bla1;2;0;1;3;25.97;0.11;87.5;2.58;1.91;-1;MultipleMeltPeaks
000NTC;bla1;1;0;0;1;26.19;;82.13;;1.68;-1;
GENO;bla1;1;0;1;2;24.66;;89.21;;2.02;-1;MultipleMeltPeaks
25;blaROB;3;0;0;3;15.88;0.98;90.93;0.22;1.92;-1;BadR2
26;blaROB;2;0;1;3;16.92;0.36;90.61;0.18;2.14;-1;MultipleMeltPeaks
27;blaROB;3;0;0;3;16.38;0.22;90.66;0.34;2;-1;
000NTC;blaROB;1;0;0;1;16.72;;90.56;;1.97;-1;
GENO;blaROB;2;0;0;2;21.48;3.56;91.26;0.9;1.88;-1;
25;blaOXY-2;1;0;2;3;12.27;;90.65;;2.28;-1;MultipleMeltPeaks
26;blaOXY-2;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
27;blaOXY-2;2;0;1;3;11.97;0.3;90.21;0.05;2.18;-1;MultipleMeltPeaks
000NTC;blaOXY-2;1;0;0;1;16;;91.33;;1.8;-1;
GENO;blaOXY-2;2;0;0;2;13.76;1.73;90.98;0.89;1.89;-1;
25;blaPSE;2;1;0;3;17.98;0.53;91.82;0.15;2.03;-1;ContainsOutlierReplicateCt
26;blaPSE;1;0;2;3;18.11;;92.33;;1.97;-1;MultipleMeltPeaks
27;blaPSE;3;0;0;3;17.72;0.24;92.08;0.15;1.93;-1;
000NTC;blaPSE;1;0;0;1;18.16;;92.02;;1.9;-1;
GENO;blaPSE;2;0;0;2;23.3;3.48;91.59;0.76;1.87;-1;
25;cphA;3;0;0;3;15.32;0.17;91.25;0.13;1.86;-1;
26;cphA;2;0;1;3;15.44;0.04;91.14;0.06;1.83;-1;
27;cphA;2;0;1;3;15.57;0.14;91.28;0.09;1.85;-1;
000NTC;cphA;1;0;0;1;20.78;;91.51;;1.84;-1;
GENO;cphA;2;0;0;2;17.35;1.61;91.11;0.03;1.85;-1;
25;bla-L1;2;1;0;3;19.42;0.06;91.55;0.03;1.88;-1;ContainsOutlierReplicateCt
26;bla-L1;3;0;0;3;19.82;0.05;91.52;0.05;1.86;-1;
27;bla-L1;3;0;0;3;19.91;0.25;91.45;0.07;1.85;-1;
000NTC;bla-L1;1;0;0;1;19.53;;91.84;;1.89;-1;
GENO;bla-L1;2;0;0;2;24.04;2.49;92.1;0.92;1.86;-1;
25;cfxA;3;0;0;3;22.21;0.59;91.6;0.48;1.96;-1;
26;cfxA;3;0;0;3;22.69;0.58;91.98;0.07;1.93;-1;
27;cfxA;3;0;0;3;21.4;0.63;92.35;0.77;1.95;-1;
000NTC;cfxA;1;0;0;1;25.2;;91.86;;1.92;-1;
GENO;cfxA;2;0;0;2;23.42;0.76;92.55;0.94;1.89;-1;
25;cepA;2;0;1;3;22.45;0.11;90.92;0.64;2.09;-1;MultipleMeltPeaks
26;cepA;2;0;1;3;23.33;0.57;91.23;0.07;1.82;-1;BadR2, MultipleMeltPeaks
27;cepA;2;1;0;3;22.34;0.06;90.98;0.43;1.94;-1;ContainsOutlierReplicateCt
000NTC;cepA;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;cepA;2;0;0;2;26.5;3.18;92.41;1.72;1.93;-1;
25;blaCMY;2;1;0;3;16.56;0.01;91.35;0.08;1.86;-1;ContainsOutlierReplicateCt
26;blaCMY;3;0;0;3;17.1;0.13;90.84;0.09;1.84;-1;
27;blaCMY;3;0;0;3;16.88;0.21;91.44;0.14;1.85;-1;
000NTC;blaCMY;1;0;0;1;21.25;;91.58;;1.84;-1;
GENO;blaCMY;2;0;0;2;18.36;1.34;90.74;0.28;1.86;-1;
25;ampC/blaDHA;2;1;0;3;17.44;0.04;91.92;0.13;1.87;-1;ContainsOutlierReplicateCt
26;ampC/blaDHA;3;0;0;3;18.3;0.12;91.79;0.09;1.91;-1;
27;ampC/blaDHA;3;0;0;3;17.63;0.19;91.86;0.14;1.83;-1;
000NTC;ampC/blaDHA;1;0;0;1;17.24;;91.84;;1.89;-1;
GENO;ampC/blaDHA;2;0;0;2;21.03;2.25;90.91;0.7;1.92;-1;
25;blaGES;2;0;1;3;23.3;0.06;83.72;9.81;2.03;-1;MultipleMeltPeaks
26;blaGES;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
27;blaGES;2;0;1;3;23.16;0.08;90.77;1.17;1.99;-1;MultipleMeltPeaks
000NTC;blaGES;1;0;0;1;23.98;;91.94;;1.96;-1;
GENO;blaGES;2;0;0;2;23.91;0.56;82.4;9.88;2.01;-1;
25;blaSFO;2;0;1;3;12.52;0.24;91.7;0.04;1.82;-1;MultipleMeltPeaks
26;blaSFO;3;0;0;3;12.79;0.14;91.8;0.12;1.81;-1;
27;blaSFO;3;0;0;3;12.34;0.09;91.43;0.07;1.81;-1;
000NTC;blaSFO;1;0;0;1;15.19;;91.76;;1.82;-1;
GENO;blaSFO;1;0;1;2;13.4;;91.5;;1.85;-1;MultipleMeltPeaks
25;blaTLA;1;0;2;3;30.29;;92.7;;1.88;-1;MultipleMeltPeaks
26;blaTLA;1;0;2;3;31.64;;87.44;;1.75;-1;MultipleMeltPeaks
27;blaTLA;1;0;2;3;31.64;;87.47;;1.84;-1;MultipleMeltPeaks
000NTC;blaTLA;1;0;0;1;37.48;;82.85;;1.85;-1;
GENO;blaTLA;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
25;blaZ;2;0;1;3;28.09;2.14;79.05;7.41;1.82;-1;MultipleMeltPeaks
26;blaZ;2;0;1;3;32.81;2.99;87.53;3.81;1.76;-1;MultipleMeltPeaks
27;blaZ;1;0;2;3;27.91;;91.25;;1.85;-1;MultipleMeltPeaks
000NTC;blaZ;1;0;0;1;26.49;;88.65;;1.56;-1;
GENO;blaZ;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
25;blaVIM;2;0;1;3;18.22;0.26;91.09;5.02E-03;1.86;-1;
26;blaVIM;2;1;0;3;18.59;0.28;90.92;0.23;1.88;-1;ContainsOutlierReplicateCt
27;blaVIM;2;1;0;3;18.29;0.05;91.01;0.42;1.9;-1;ContainsOutlierReplicateCt
000NTC;blaVIM;1;0;0;1;21.17;;91.27;;1.85;-1;
GENO;blaVIM;1;0;1;2;18.24;;90.89;;1.86;-1;MultipleMeltPeaks
25;Pbp5;2;0;1;3;33.67;2.24;89.09;0.27;1.79;-1;MultipleMeltPeaks
26;Pbp5;1;0;2;3;39.29;;85.55;;1.78;-1;MultipleMeltPeaks
27;Pbp5;1;0;2;3;40.47;;85.75;;1.79;-1;MultipleMeltPeaks
000NTC;Pbp5;1;0;0;1;42.18;;85.84;;1.96;-1;
GENO;Pbp5;2;0;0;2;33.53;3.32;87.25;5.89;1.84;-1;
25;pbp;2;0;1;3;22.39;0.37;90.63;1.33;1.82;-1;MultipleMeltPeaks
26;pbp;2;0;1;3;28.39;6.76;84.63;9.22;1.82;-1;MultipleMeltPeaks
27;pbp;2;0;1;3;22.05;0.29;90.41;0.89;1.81;-1;MultipleMeltPeaks
000NTC;pbp;1;0;0;1;24.58;;90.29;;1.84;-1;
GENO;pbp;2;0;0;2;;15.24;;;;-1;NotInformative
25;mecA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
26;mecA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
27;mecA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;mecA;1;0;0;1;21.83;;74.12;;1.92;-1;
GENO;mecA;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
25;blaCTX-M;2;1;0;3;18.37;0.06;91.86;0.11;1.88;-1;ContainsOutlierReplicateCt
26;blaCTX-M;3;0;0;3;18.79;0.27;92.16;0.03;1.91;-1;
27;blaCTX-M;3;0;0;3;18.43;0.08;92.08;0.21;1.9;-1;
000NTC;blaCTX-M;1;0;0;1;21.21;;92.18;;1.84;-1;
GENO;blaCTX-M;2;0;0;2;23.3;6.03;89.8;3.07;1.93;-1;
25;penA;2;1;0;3;11.9;0.06;90.38;0.21;1.86;-1;ContainsOutlierReplicateCt
26;penA;2;0;1;3;12.48;0.21;91.17;0.05;1.85;-1;
27;penA;2;0;1;3;12.01;0.07;90.97;0.06;1.85;-1;
000NTC;penA;1;0;0;1;14.68;;90.84;;1.88;-1;
GENO;penA;2;0;0;2;13.3;0.27;91.11;0.31;1.82;-1;
25;imp-marko;1;0;2;3;22.2;;90.67;;1.91;-1;MultipleMeltPeaks
26;imp-marko;1;0;2;3;22.79;;90.2;;1.95;-1;MultipleMeltPeaks
27;imp-marko;2;0;1;3;22.22;0.29;91.16;0.65;1.89;-1;MultipleMeltPeaks
000NTC;imp-marko;1;0;0;1;23.68;;88.85;;1.73;-1;
GENO;imp-marko;2;0;0;2;24.09;2.23;85.9;5.97;1.83;-1;
25;NDM new;2;0;1;3;17.22;0.27;90.73;0.11;1.95;-1;MultipleMeltPeaks
26;NDM new;2;0;1;3;18.01;0.38;91.77;0.02;1.84;-1;MultipleMeltPeaks
27;NDM new;3;0;0;3;17.13;0.08;91.35;0.14;1.84;-1;
000NTC;NDM new;1;0;0;1;20.16;;90.33;;1.92;-1;
GENO;NDM new;1;0;1;2;18.59;;91.29;;1.84;-1;MultipleMeltPeaks
25;blaCTX-M-1,3,15;2;0;1;3;13.53;0.18;90.29;0.04;1.81;-1;
26;blaCTX-M-1,3,15;2;1;0;3;14.15;0.25;90.25;0.19;1.82;-1;ContainsOutlierReplicateCt
27;blaCTX-M-1,3,15;3;0;0;3;13.77;0.08;90.05;0.13;1.79;-1;
000NTC;blaCTX-M-1,3,15;1;0;0;1;16.75;;90.1;;1.85;-1;
GENO;blaCTX-M-1,3,15;2;0;0;2;20.56;9.15;90.61;0.68;1.91;-1;
25;blaSHV-11;3;0;0;3;16.07;0.2;90.74;0.17;1.93;-1;
26;blaSHV-11;3;0;0;3;16.32;0.22;92.61;0.1;1.97;-1;
27;blaSHV-11;3;0;0;3;15.92;0.08;90.83;0.25;1.89;-1;
000NTC;blaSHV-11;1;0;0;1;18.52;;90.97;;1.89;-1;
GENO;blaSHV-11;2;0;0;2;17.1;0.22;90.94;0.2;1.9;-1;
25;bla-SME;3;0;0;3;18.29;0.19;90.52;0.39;1.87;-1;
26;bla-SME;2;0;1;3;22.71;3.83;83.1;8.38;2.27;-1;BadR2, MultipleMeltPeaks
27;bla-SME;3;0;0;3;18.77;0.5;90.27;0.46;2;-1;
000NTC;bla-SME;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;bla-SME;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
25;blaFOXnew;3;0;0;3;16.02;0.23;91.47;0.32;1.95;-1;
26;blaFOXnew;3;0;0;3;16.16;0.17;91.21;0.21;1.89;-1;
27;blaFOXnew;2;1;0;3;15.91;0.04;91.32;0.23;1.84;-1;ContainsOutlierReplicateCt
000NTC;blaFOXnew;1;0;0;1;18.41;;91.67;;1.87;-1;
GENO;blaFOXnew;2;0;0;2;17;0.18;91.49;0.16;1.96;-1;
25;ampC;3;0;0;3;19.13;0.42;91.1;0.19;1.89;-1;
26;ampC;2;0;1;3;19.17;0.19;91.29;0.11;1.89;-1;MultipleMeltPeaks
27;ampC;3;0;0;3;19.06;0.22;91;0.25;1.89;-1;
000NTC;ampC;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;ampC;2;0;0;2;20.12;1.37;92.26;1.74;1.89;-1;
