Sample;Assay;N;Outliers;Rejected;Total reps;Ct;Ct SD;Tm;Tm SD;Efficiency;Conc;Flags
22;cmx(A);3;0;0;3;17.47;0.06;91.28;0.01;1.86;-1;
23;cmx(A);3;0;0;3;17.38;0.05;91.14;7.75E-03;1.86;-1;
24;cmx(A);3;0;0;3;17.43;0.01;91.24;0.07;1.86;-1;
000NTC;cmx(A);1;0;0;1;29.47;;79.33;;1.94;-1;
GENO;cmx(A);2;0;0;2;31.57;2.23;78.56;2.18;1.82;-1;
22;catA1;1;0;2;3;27.42;;91.06;;1.98;-1;MultipleMeltPeaks
23;catA1;2;1;0;3;28.51;0.04;90.9;0.26;1.84;-1;ContainsOutlierReplicateCt
24;catA1;2;1;0;3;27.76;0.03;91.34;0.12;1.76;-1;ContainsOutlierReplicateCt
000NTC;catA1;0;0;1;1;;;;;;-1;NotInformative
GENO;catA1;0;0;2;2;;;;;;-1;NotInformative
22;qnrB-bob_resign;3;0;0;3;17.52;0.07;91.22;0.05;1.86;-1;
23;qnrB-bob_resign;3;0;0;3;17.45;0.03;91.12;0.18;1.85;-1;
24;qnrB-bob_resign;3;0;0;3;17.92;0.07;91.72;0.07;1.86;-1;
000NTC;qnrB-bob_resign;1;0;0;1;30.06;;80.76;;1.52;-1;
GENO;qnrB-bob_resign;2;0;0;2;27.32;0.51;81.02;0.18;1.63;-1;
22;cmlA5;2;1;0;3;22.48;0.04;91.58;0.04;1.86;-1;ContainsOutlierReplicateCt
23;cmlA5;3;0;0;3;22.31;0.15;91.63;0.16;1.85;-1;
24;cmlA5;3;0;0;3;22.35;0.25;91.47;0.1;1.85;-1;
000NTC;cmlA5;1;0;0;1;29.12;;80.82;;1.83;-1;
GENO;cmlA5;2;0;0;2;29.97;1.59;80.81;0.14;1.87;-1;
22;floR;3;0;0;3;18.19;0.03;91.52;0.04;1.87;-1;
23;floR;3;0;0;3;18.46;0.09;91.45;0.09;1.85;-1;
24;floR;3;0;0;3;18.8;0.08;91.79;0.14;1.85;-1;
000NTC;floR;1;0;0;1;28.94;;80.92;;1.77;-1;
GENO;floR;2;0;0;2;28.31;0.88;77.43;0.11;1.85;-1;
22;vanC;3;0;0;3;20.67;0.1;90.72;0.32;1.86;-1;
23;vanC;2;0;1;3;21.64;0.1;90.12;0.2;1.85;-1;MultipleMeltPeaks
24;vanC;3;0;0;3;22.28;0.67;91.05;0.91;1.84;-1;
000NTC;vanC;1;0;0;1;29.59;;78.1;;1.86;-1;
GENO;vanC;1;0;1;2;28.59;;77.54;;1.92;-1;MultipleMeltPeaks
22;VanB;3;0;0;3;15.97;0.18;92.02;0.1;1.9;-1;
23;VanB;3;0;0;3;16.03;0.06;91.63;0.05;1.87;-1;
24;VanB;3;0;0;3;16.51;0.05;91.94;0.06;1.9;-1;
000NTC;VanB;1;0;0;1;31.38;;78.5;;2.06;-1;
GENO;VanB;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
22;vanD;1;0;2;3;27.25;;89.9;;1.9;-1;MultipleMeltPeaks
23;vanD;2;0;1;3;29.01;2.21;88.51;1.24;1.77;-1;MultipleMeltPeaks
24;vanD;2;0;1;3;27.97;0.2;90.55;2.72;1.7;-1;MultipleMeltPeaks
000NTC;vanD;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;vanD;1;0;1;2;28.23;;74.23;;1.79;-1;MultipleMeltPeaks
22;vanHD;3;0;0;3;20.88;0.08;92.09;0.5;1.87;-1;
23;vanHD;3;0;0;3;20.67;0.02;91.19;0.08;1.86;-1;
24;vanHD;3;0;0;3;21.04;0.08;91.7;0.24;1.88;-1;
000NTC;vanHD;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;vanHD;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
22;vanHB;3;0;0;3;14.4;0.08;91.53;0.02;1.86;-1;
23;vanHB;3;0;0;3;14.67;0.02;91.49;0.02;1.84;-1;
24;vanHB;3;0;0;3;14.79;0.14;91.63;0.07;1.85;-1;
000NTC;vanHB;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;vanHB;2;0;0;2;29.16;0.46;91.88;0.04;1.82;-1;
22;vanRA;3;0;0;3;32.34;3.45;88.45;1.8;1.94;-1;
23;vanRA;1;0;2;3;26.46;;90.27;;1.92;-1;MultipleMeltPeaks
24;vanRA;2;0;1;3;28.77;0.77;88.88;0.1;1.96;-1;MultipleMeltPeaks
000NTC;vanRA;0;0;1;1;;;;;;-1;NotInformative
GENO;vanRA;0;0;2;2;;;;;;-1;NotInformative
22;vanSA;2;1;0;3;32.99;0.33;89.76;0.76;1.75;-1;ContainsOutlierReplicateCt
23;vanSA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
24;vanSA;2;0;1;3;27.41;2.36E-03;86.93;1.84;1.86;-1;MultipleMeltPeaks
000NTC;vanSA;1;0;0;1;43.3;;73.31;;2.34;-1;
GENO;vanSA;1;0;1;2;29.7;;76.05;;1.88;-1;MultipleMeltPeaks
22;vanWB;1;0;2;3;22.87;;90.79;;1.82;-1;MultipleMeltPeaks
23;vanWB;3;0;0;3;22.4;0.1;91.04;0.83;1.86;-1;
24;vanWB;2;0;1;3;22.7;0.18;91.81;0.74;1.86;-1;MultipleMeltPeaks
000NTC;vanWB;1;0;0;1;25.86;;74;;1.63;-1;
GENO;vanWB;2;0;0;2;24.76;0.45;73.71;0.34;1.67;-1;
22;vanXB;1;0;2;3;22.99;;90.59;;1.88;-1;MultipleMeltPeaks
23;vanXB;2;0;1;3;22.98;0.13;86.92;2.17;1.95;-1;MultipleMeltPeaks
24;vanXB;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;vanXB;1;0;0;1;23.04;;79.14;;1.93;-1;
GENO;vanXB;2;0;0;2;22.59;0.05;79.73;0.5;1.92;-1;
22;vanRB;3;0;0;3;18.15;0.15;92.25;0.05;1.91;-1;
23;vanRB;3;0;0;3;17.48;0.04;92.5;5.65E-03;1.92;-1;
24;vanRB;3;0;0;3;17.92;0.05;92.4;0.04;1.92;-1;
000NTC;vanRB;1;0;0;1;26.71;;78.17;;1.99;-1;
GENO;vanRB;2;0;0;2;27.09;0.96;81.38;0.41;2.01;-1;
22;vanRC;3;0;0;3;22.35;0.25;90.48;0.38;1.94;-1;
23;vanRC;2;0;1;3;24.21;0.48;91.88;0.13;1.94;-1;MultipleMeltPeaks
24;vanRC;1;0;2;3;23.17;;90.77;;1.94;-1;MultipleMeltPeaks
000NTC;vanRC;1;0;0;1;29.82;;76.22;;1.7;-1;
GENO;vanRC;2;0;0;2;34.96;6.12;73.84;3.69;1.69;-1;
22;vanRC4;3;0;0;3;25.83;0.31;91.41;0.95;1.88;-1;
23;vanRC4;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
24;vanRC4;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;vanRC4;1;0;0;1;30.13;;76.18;;1.82;-1;
GENO;vanRC4;2;0;0;2;32.1;0.19;75.73;0.3;1.67;-1;
22;vanRD;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
23;vanRD;2;0;1;3;23.97;0.31;90.15;2;1.93;-1;MultipleMeltPeaks
24;vanRD;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;vanRD;1;0;0;1;28.59;;75.65;;1.93;-1;
GENO;vanRD;2;0;0;2;30.13;3.43;75.65;1.07;1.96;-1;
22;vanSC;2;0;1;3;21.27;4.59E-05;91.65;0.03;1.89;-1;MultipleMeltPeaks
23;vanSC;1;0;2;3;21.67;;89.42;;1.85;-1;MultipleMeltPeaks
24;vanSC;1;0;2;3;20.51;;90.28;;1.84;-1;MultipleMeltPeaks
000NTC;vanSC;1;0;0;1;36.82;;73.99;;1.42;-1;
GENO;vanSC;2;0;0;2;32.23;0.52;76.03;1.7;1.51;-1;
22;vanTE;3;0;0;3;20.14;0.05;90.97;0.41;1.88;-1;
23;vanTE;3;0;0;3;20.38;0.16;90.61;0.07;1.86;-1;
24;vanTE;3;0;0;3;20.32;0.05;91.07;0.22;1.87;-1;
000NTC;vanTE;1;0;0;1;27.89;;78.04;;1.91;-1;
GENO;vanTE;1;0;1;2;29.7;;77.03;;1.97;-1;MultipleMeltPeaks
22;vanTC;3;0;0;3;14.66;0.16;91.4;0.04;1.85;-1;
23;vanTC;3;0;0;3;14.63;0.05;91.45;0.03;1.85;-1;
24;vanTC;3;0;0;3;15.02;0.08;91.54;0.03;1.84;-1;
000NTC;vanTC;1;0;0;1;26.86;;89.87;;1.64;-1;
GENO;vanTC;2;0;0;2;25.51;0.28;83.91;7.79;1.74;-1;
22;vanTG;2;0;1;3;23.08;0.24;91.3;1.91;1.97;-1;MultipleMeltPeaks
23;vanTG;2;0;1;3;23.24;0.15;90.63;1;1.94;-1;MultipleMeltPeaks
24;vanTG;2;0;1;3;23.14;0.1;91.39;0.4;1.94;-1;MultipleMeltPeaks
000NTC;vanTG;1;0;0;1;23.51;;75.02;;1.87;-1;
GENO;vanTG;2;0;0;2;23.35;1.16E-03;77.21;3.42;1.85;-1;
22;vanYB;3;0;0;3;19.15;0.13;90.23;0.19;1.86;-1;
23;vanYB;2;0;1;3;18.69;0.17;90.07;0.19;1.84;-1;MultipleMeltPeaks
24;vanYB;3;0;0;3;18.75;0.08;90.04;0.04;1.87;-1;
000NTC;vanYB;1;0;0;1;28.21;;76.73;;1.91;-1;
GENO;vanYB;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
22;vanYD;3;0;0;3;16.31;0.09;91.47;0.07;1.97;-1;
23;vanYD;3;0;0;3;16.39;0.03;91.92;0.04;1.97;-1;
24;vanYD;3;0;0;3;16.43;0.08;91.8;0.02;1.89;-1;
000NTC;vanYD;1;0;0;1;27.94;;86.16;;1.78;-1;
GENO;vanYD;2;0;0;2;25.86;1.1;85.2;9.58;1.92;-1;
22;vanG;2;0;1;3;24.06;0.2;90.39;0.04;2.01;-1;MultipleMeltPeaks
23;vanG;2;0;1;3;23.34;0.46;91.69;0.55;2.01;-1;MultipleMeltPeaks
24;vanG;3;0;0;3;24.06;0.17;91.48;0.36;2;-1;
000NTC;vanG;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;vanG;1;0;1;2;26.62;;76.77;;1.9;-1;MultipleMeltPeaks
22;vanC2/vanC3;3;0;0;3;18.38;0.11;90.78;0.03;1.91;-1;
23;vanC2/vanC3;2;1;0;3;18.2;0.07;90.66;4.33E-03;1.89;-1;ContainsOutlierReplicateCt
24;vanC2/vanC3;3;0;0;3;18.55;0.02;90.85;0.05;1.91;-1;
000NTC;vanC2/vanC3;1;0;0;1;25.65;;76.93;;1.93;-1;
GENO;vanC2/vanC3;2;0;0;2;25.29;0.24;83.95;9.78;1.95;-1;
22;vanA;3;0;0;3;13.88;0.07;91.81;0.02;1.85;-1;
23;vanA;3;0;0;3;14.01;0.03;91.87;0.03;1.85;-1;
24;vanA;3;0;0;3;14.55;0.11;91.95;0.02;1.89;-1;
000NTC;vanA;1;0;0;1;26.64;;90.51;;1.91;-1;
GENO;vanA;1;0;1;2;26.24;;92.36;;1.96;-1;MultipleMeltPeaks
22;vanXA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
23;vanXA;2;0;1;3;25.36;7.85E-03;87.42;4.19;1.77;-1;MultipleMeltPeaks
24;vanXA;3;0;0;3;26;0.12;86.87;2.25;1.73;-1;
000NTC;vanXA;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;vanXA;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
22;vanSB;3;0;0;3;23.22;0.3;91.37;0.46;1.86;-1;
23;vanSB;3;0;0;3;22.58;0.2;91.29;0.22;1.85;-1;
24;vanSB;3;0;0;3;22.93;0.33;91.21;0.5;1.89;-1;
000NTC;vanSB;1;0;0;1;29.57;;73.89;;1.73;-1;
GENO;vanSB;2;0;0;2;28.33;0.89;75.09;0.46;1.78;-1;
22;16S old 1;3;0;0;3;12.29;0.07;91.07;0.08;2.01;-1;
23;16S old 1;3;0;0;3;12.43;0.06;91.62;0.04;1.96;-1;
24;16S old 1;3;0;0;3;12.56;0.1;91.56;0.08;1.99;-1;
000NTC;16S old 1;1;0;0;1;27.45;;91.96;;1.92;-1;
GENO;16S old 1;2;0;0;2;27.9;8.32;86.82;6.74;1.94;-1;
22;16S new 2;3;0;0;3;8.33;0.1;90.93;0.08;1.87;-1;
23;16S new 2;3;0;0;3;8.3;0.06;90.52;0.08;1.81;-1;
24;16S new 2;3;0;0;3;8.77;0.16;90.48;0.1;1.9;-1;
000NTC;16S new 2;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;16S new 2;0;0;2;2;;;;;;-1;NotInformative
22;cfiA;2;0;1;3;17.89;0.13;92.18;0.03;1.85;-1;MultipleMeltPeaks
23;cfiA;3;0;0;3;17.93;0.1;91.29;0.23;1.88;-1;
24;cfiA;3;0;0;3;18.17;0.08;91.38;0.18;1.99;-1;
000NTC;cfiA;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;cfiA;2;0;0;2;23.41;0.36;81.4;2.33;1.4;-1;
22;blaACC-1;3;0;0;3;19.18;0.03;91.75;0.12;1.89;-1;
23;blaACC-1;3;0;0;3;19.55;0.08;91.08;0.04;1.87;-1;
24;blaACC-1;3;0;0;3;18.93;0.11;91.21;0.07;1.87;-1;
000NTC;blaACC-1;0;0;1;1;;;;;;-1;NotInformative
GENO;blaACC-1;1;0;1;2;29.92;;76.98;;1.94;-1;
22;blaMOX/blaCMY;2;0;1;3;17.69;0.02;91.23;0.15;1.91;-1;MultipleMeltPeaks
23;blaMOX/blaCMY;3;0;0;3;17.91;0.02;90.92;0.09;1.85;-1;
24;blaMOX/blaCMY;3;0;0;3;17.62;0.24;91.03;0.24;1.87;-1;
000NTC;blaMOX/blaCMY;1;0;0;1;30.19;;75.3;;1.85;-1;
GENO;blaMOX/blaCMY;2;0;0;2;30.52;0.45;75.45;0.38;1.87;-1;
22;blaOCH;3;0;0;3;16.36;0.06;91.52;0.03;2.03;-1;
23;blaOCH;3;0;0;3;16.51;0.13;91.87;0.01;2;-1;
24;blaOCH;3;0;0;3;16.75;0.11;91.95;0.01;1.94;-1;
000NTC;blaOCH;1;0;0;1;33.63;;92.21;;1.98;-1;
GENO;blaOCH;1;0;1;2;30.56;;81.08;;1.79;-1;MultipleMeltPeaks
22;blaPAO/PDC;3;0;0;3;19.4;0.17;91.96;0.22;1.9;-1;
23;blaPAO/PDC;3;0;0;3;19.73;0.14;92.31;0.16;1.86;-1;
24;blaPAO/PDC;2;0;1;3;19.83;0.48;92.65;0.1;1.88;-1;MultipleMeltPeaks
000NTC;blaPAO/PDC;1;0;0;1;24.01;;76.35;;1.77;-1;
GENO;blaPAO/PDC;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
22;blaVEB;2;0;1;3;23.87;0.07;89.06;2.48;1.73;-1;MultipleMeltPeaks
23;blaVEB;1;0;2;3;23.56;;91.58;;1.51;-1;MultipleMeltPeaks
24;blaVEB;2;0;1;3;23.46;0.1;90.15;0.19;1.53;-1;MultipleMeltPeaks
000NTC;blaVEB;1;0;0;1;23.29;;73.57;;1.95;-1;
GENO;blaVEB;2;0;0;2;22.98;5.24E-03;73.58;0.24;1.63;-1;
22;bla1;2;0;1;3;24.87;0.63;87.85;1.5;1.9;-1;MultipleMeltPeaks
23;bla1;2;0;1;3;25.39;0.34;88.8;0.08;1.89;-1;MultipleMeltPeaks
24;bla1;2;0;1;3;25.19;1.03;89.31;2.22;1.88;-1;MultipleMeltPeaks
000NTC;bla1;1;0;0;1;25.32;;73.93;;1.7;-1;
GENO;bla1;2;0;0;2;25.04;0.14;74.46;0.22;1.7;-1;
22;blaROB;1;0;2;3;17.48;;91.37;;1.86;-1;MultipleMeltPeaks
23;blaROB;3;0;0;3;17.4;0.03;91.37;0.09;1.92;-1;
24;blaROB;3;0;0;3;17.62;0.19;91.09;0.06;1.87;-1;
000NTC;blaROB;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;blaROB;2;0;0;2;33.31;4.38;79.79;0.87;1.68;-1;
22;blaOXY-2;3;0;0;3;12.22;0.15;92.13;0.01;1.87;-1;
23;blaOXY-2;3;0;0;3;12.34;4.38E-03;91.46;0.02;1.85;-1;
24;blaOXY-2;2;0;1;3;12.52;0.05;91.51;0.06;1.84;-1;MultipleMeltPeaks
000NTC;blaOXY-2;1;0;0;1;36.43;;91.19;;1.56;-1;
GENO;blaOXY-2;2;0;0;2;32.6;5.92;89.61;3.91;1.89;-1;
22;blaPSE;3;0;0;3;19.28;0.06;91.46;0.08;1.86;-1;
23;blaPSE;3;0;0;3;19.68;0.07;91.31;0.1;1.85;-1;
24;blaPSE;3;0;0;3;19.81;0.07;91.3;0.05;1.87;-1;
000NTC;blaPSE;1;0;0;1;29.7;;74.84;;1.79;-1;
GENO;blaPSE;2;0;0;2;28.38;0.83;75.05;0.02;1.77;-1;
22;cphA;3;0;0;3;16.35;0.02;90.67;0.1;1.9;-1;
23;cphA;3;0;0;3;16.8;0.07;91.22;0.12;1.85;-1;
24;cphA;1;0;2;3;17.19;;91.45;;1.9;-1;MultipleMeltPeaks
000NTC;cphA;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;cphA;2;0;0;2;25.14;0.17;87.19;4.07;1.81;-1;
22;bla-L1;3;0;0;3;20.69;0.04;91.64;0.09;1.87;-1;
23;bla-L1;3;0;0;3;20.55;0.11;91.95;0.19;1.85;-1;
24;bla-L1;3;0;0;3;20.86;0.12;91.88;0.24;1.87;-1;
000NTC;bla-L1;1;0;0;1;28.88;;79.08;;1.9;-1;
GENO;bla-L1;2;0;0;2;28.64;0.29;78.1;0.16;1.9;-1;
22;cfxA;3;0;0;3;23.66;0.48;92.2;0.89;1.93;-1;
23;cfxA;3;0;0;3;22.97;0.11;92.04;0.56;1.91;-1;
24;cfxA;1;0;2;3;23.14;;92.12;;1.92;-1;MultipleMeltPeaks
000NTC;cfxA;1;0;0;1;27.01;;75.22;;1.89;-1;
GENO;cfxA;2;0;0;2;27.46;0.24;75.49;0.05;1.92;-1;
22;cepA;2;0;1;3;23.08;0.03;90.86;0.27;1.92;-1;MultipleMeltPeaks
23;cepA;3;0;0;3;22.71;0.2;90.86;0.34;1.91;-1;
24;cepA;1;0;2;3;23.18;;90.44;;1.98;-1;MultipleMeltPeaks
000NTC;cepA;1;0;0;1;29.06;;77.24;;2;-1;
GENO;cepA;2;0;0;2;28.61;1.04;77.4;0.06;2.04;-1;
22;blaCMY;3;0;0;3;18.01;0.1;91.03;0.09;1.88;-1;
23;blaCMY;3;0;0;3;18.18;0.09;91.53;0.12;1.87;-1;
24;blaCMY;3;0;0;3;18.59;0.21;91.16;0.06;1.89;-1;
000NTC;blaCMY;1;0;0;1;30.79;;76.39;;1.98;-1;
GENO;blaCMY;2;0;0;2;31.34;4.17;83.01;8.89;1.89;-1;
22;ampC/blaDHA;2;0;1;3;18.22;0.07;91.49;2.95E-03;1.86;-1;MultipleMeltPeaks
23;ampC/blaDHA;3;0;0;3;18.18;0.08;91.33;0.15;1.87;-1;
24;ampC/blaDHA;3;0;0;3;18.31;0.06;91.15;0.08;1.86;-1;
000NTC;ampC/blaDHA;1;0;0;1;24.27;;76.46;;1.8;-1;
GENO;ampC/blaDHA;2;0;0;2;23.95;0.08;76.51;0.28;1.89;-1;
22;blaGES;2;0;1;3;24.71;0.21;90.41;0.5;1.98;-1;MultipleMeltPeaks
23;blaGES;3;0;0;3;24.19;0.46;90.68;0.45;1.97;-1;
24;blaGES;2;0;1;3;24.24;0.11;90.64;0.23;1.98;-1;MultipleMeltPeaks
000NTC;blaGES;1;0;0;1;25.43;;75.18;;1.92;-1;
GENO;blaGES;2;0;0;2;24.76;0.19;76.51;1.08;1.99;-1;
22;blaSFO;3;0;0;3;14.04;0.06;91.56;0.06;1.84;-1;
23;blaSFO;2;0;1;3;14.47;0.02;91.41;4.13E-03;1.85;-1;
24;blaSFO;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;blaSFO;1;0;0;1;35.38;;86.69;;1.72;-1;
GENO;blaSFO;2;0;0;2;30.07;0.09;88.2;4;1.77;-1;
22;blaTLA;3;0;0;3;28.46;1.27;82.91;6.75;1.89;-1;
23;blaTLA;1;0;2;3;38.16;;86.93;;1.78;-1;MultipleMeltPeaks
24;blaTLA;1;0;2;3;26.69;;86.02;;1.8;-1;MultipleMeltPeaks
000NTC;blaTLA;1;0;0;1;32.06;;75.28;;1.97;-1;
GENO;blaTLA;1;0;1;2;27.64;;75.45;;1.9;-1;
22;blaZ;1;0;2;3;26.18;;89.24;;1.89;-1;MultipleMeltPeaks
23;blaZ;1;0;2;3;25.53;;86.03;;1.89;-1;MultipleMeltPeaks
24;blaZ;3;0;0;3;26.24;0.34;86.33;0.41;1.74;-1;
000NTC;blaZ;1;0;0;1;28.53;;72.48;;1.88;-1;
GENO;blaZ;1;0;1;2;27.84;;72.84;;1.52;-1;MultipleMeltPeaks
22;blaVIM;3;0;0;3;19.35;0.16;91.6;0.06;1.86;-1;
23;blaVIM;3;0;0;3;19.34;0.16;91.28;0.16;1.86;-1;
24;blaVIM;3;0;0;3;19.61;0.07;91.51;0.04;1.84;-1;
000NTC;blaVIM;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;blaVIM;2;0;0;2;29.88;0.09;85.45;9.06;1.92;-1;
22;Pbp5;2;0;1;3;34.59;7.31;79.71;8.15;1.9;-1;MultipleMeltPeaks
23;Pbp5;3;0;0;3;33.13;0.52;85.52;0.05;1.85;-1;
24;Pbp5;3;0;0;3;32.2;3.22;85.55;0.09;1.9;-1;
000NTC;Pbp5;1;0;0;1;36.64;;72.03;;1.55;-1;
GENO;Pbp5;0;0;2;2;;;;;;-1;NotInformative
22;pbp;3;0;0;3;22.56;0.53;90.87;0.67;1.84;-1;
23;pbp;3;0;0;3;22.89;0.08;91.18;0.32;1.82;-1;
24;pbp;2;1;0;3;23.17;0.13;90.37;2.08;1.87;-1;ContainsOutlierReplicateCt
000NTC;pbp;1;0;0;1;18.69;;72;;1.44;-1;
GENO;pbp;2;0;0;2;30.14;0.32;77.87;2.67;1.85;-1;
22;mecA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
23;mecA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
24;mecA;1;0;2;3;22.51;;91.9;;2;-1;MultipleMeltPeaks
000NTC;mecA;1;0;0;1;22.65;;74.17;;1.83;-1;
GENO;mecA;2;0;0;2;22.45;0.1;74.27;0.1;1.88;-1;
22;blaCTX-M;3;0;0;3;19.24;0.09;91.88;0.02;1.84;-1;
23;blaCTX-M;3;0;0;3;19.59;0.04;91.97;0.08;1.8;-1;
24;blaCTX-M;3;0;0;3;19.68;0.04;91.88;0.09;1.82;-1;
000NTC;blaCTX-M;1;0;0;1;27.8;;76.57;;1.81;-1;
GENO;blaCTX-M;2;0;0;2;26.71;0.34;84.21;9;1.88;-1;
22;penA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
23;penA;3;0;0;3;13.62;0.06;91.14;0.01;1.85;-1;
24;penA;3;0;0;3;13.93;0.02;90.98;0.01;1.84;-1;
000NTC;penA;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;penA;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
22;imp-marko;2;1;0;3;22;0.06;90.09;0.27;1.85;-1;ContainsOutlierReplicateCt
23;imp-marko;3;0;0;3;22.3;0.22;91.01;0.34;1.84;-1;
24;imp-marko;3;0;0;3;22.52;0.21;89.85;0.05;1.84;-1;
000NTC;imp-marko;1;0;0;1;25.21;;72.91;;1.94;-1;
GENO;imp-marko;1;0;1;2;24.91;;73.03;;1.99;-1;MultipleMeltPeaks
22;NDM new;3;0;0;3;18.42;0.13;90.03;0.21;1.86;-1;
23;NDM new;2;0;1;3;18.32;6.67E-03;89.94;0.66;1.87;-1;MultipleMeltPeaks
24;NDM new;2;0;1;3;19.27;0.02;90.18;0.04;1.86;-1;MultipleMeltPeaks
000NTC;NDM new;1;0;0;1;43.64;;76.98;;1.84;-1;
GENO;NDM new;2;0;0;2;29.91;0.06;78.64;0.09;1.91;-1;
22;blaCTX-M-1,3,15;1;0;2;3;14.88;;89.73;;1.87;-1;MultipleMeltPeaks
23;blaCTX-M-1,3,15;3;0;0;3;14.81;0.05;90.33;0.03;1.85;-1;
24;blaCTX-M-1,3,15;1;0;2;3;15.03;;90.15;;1.85;-1;MultipleMeltPeaks
000NTC;blaCTX-M-1,3,15;1;0;0;1;30.06;;88.7;;1.85;-1;
GENO;blaCTX-M-1,3,15;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
22;blaSHV-11;3;0;0;3;17.33;0.02;91.28;0.24;1.91;-1;
23;blaSHV-11;3;0;0;3;17.56;0.11;91.33;0.09;1.87;-1;
24;blaSHV-11;3;0;0;3;17.58;0.05;91.39;0.07;1.88;-1;
000NTC;blaSHV-11;1;0;0;1;28.92;;78.91;;1.93;-1;
GENO;blaSHV-11;1;0;1;2;30.42;;79.44;;1.94;-1;MultipleMeltPeaks
22;bla-SME;3;0;0;3;19.61;0.18;89.28;0.98;1.86;-1;
23;bla-SME;3;0;0;3;18.58;0.19;88.92;0.24;1.87;-1;
24;bla-SME;3;0;0;3;18.78;0.04;88.85;0.26;1.86;-1;
000NTC;bla-SME;1;0;0;1;26.43;;74.77;;1.91;-1;
GENO;bla-SME;1;0;1;2;25.98;;75.96;;1.94;-1;MultipleMeltPeaks
22;blaFOXnew;3;0;0;3;17.23;0.11;91.82;0.05;1.86;-1;
23;blaFOXnew;3;0;0;3;17.28;0.04;91.96;0.05;1.86;-1;
24;blaFOXnew;3;0;0;3;17.63;0.05;91.85;0.03;1.87;-1;
000NTC;blaFOXnew;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;blaFOXnew;1;0;1;2;30.22;;78.49;;1.94;-1;
22;ampC;3;0;0;3;20.12;0.37;90.68;0.06;1.86;-1;
23;ampC;3;0;0;3;19.64;0.1;91.07;0.02;1.88;-1;
24;ampC;3;0;0;3;20.02;0.58;90.94;0.31;1.86;-1;
000NTC;ampC;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;ampC;2;0;0;2;28.15;0.62;80.46;0.04;1.95;-1;
22;blaOXA10;3;0;0;3;19.35;0.15;91.53;0.12;1.9;-1;
23;blaOXA10;3;0;0;3;19.68;0.15;91.63;0.53;1.87;-1;
24;blaOXA10;3;0;0;3;19.74;0.09;91.73;0.37;1.88;-1;
000NTC;blaOXA10;1;0;0;1;34.61;;78.09;;1.94;-1;
GENO;blaOXA10;2;0;0;2;34.44;4.09;76.57;2.81;1.61;-1;
22;blaIMIR;2;0;1;3;19.97;0.05;91.81;0.17;1.85;-1;MultipleMeltPeaks
23;blaIMIR;3;0;0;3;19.64;0.06;91.74;0.08;1.85;-1;
24;blaIMIR;2;1;0;3;20.03;0.05;91.78;0.03;1.88;-1;ContainsOutlierReplicateCt
000NTC;blaIMIR;1;0;0;1;28.22;;76.37;;1.91;-1;
GENO;blaIMIR;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
22;blaTEM;2;0;1;3;22.8;0.93;91.72;0.82;1.82;-1;MultipleMeltPeaks
23;blaTEM;2;0;1;3;22.57;0.07;91.89;6.62E-03;1.81;-1;MultipleMeltPeaks
