Sample;Assay;N;Outliers;Rejected;Total reps;Ct;Ct SD;Tm;Tm SD;Efficiency;Conc;Flags
15;vanRA;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanRA;0;0;1;1;;;;;;-1;NotInformative
GENO;vanRA;0;0;2;2;;;;;;-1;NotInformative
13;vanSA;0;0;3;3;;;;;;-1;NotInformative
14;vanSA;0;0;3;3;;;;;;-1;NotInformative
15;vanSA;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanSA;0;0;1;1;;;;;;-1;NotInformative
GENO;vanSA;0;0;2;2;;;;;;-1;NotInformative
13;vanWB;0;0;3;3;;;;;;-1;NotInformative
14;vanWB;0;0;3;3;;;;;;-1;NotInformative
15;vanWB;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanWB;0;0;1;1;;;;;;-1;NotInformative
GENO;vanWB;0;0;2;2;;;;;;-1;NotInformative
13;vanXB;0;0;3;3;;;;;;-1;NotInformative
14;vanXB;0;0;3;3;;;;;;-1;NotInformative
15;vanXB;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanXB;0;0;1;1;;;;;;-1;NotInformative
GENO;vanXB;0;0;2;2;;;;;;-1;NotInformative
13;vanRB;0;0;3;3;;;;;;-1;NotInformative
14;vanRB;0;0;3;3;;;;;;-1;NotInformative
15;vanRB;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanRB;0;0;1;1;;;;;;-1;NotInformative
GENO;vanRB;0;0;2;2;;;;;;-1;NotInformative
13;vanRC;0;0;3;3;;;;;;-1;NotInformative
14;vanRC;0;0;3;3;;;;;;-1;NotInformative
15;vanRC;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanRC;0;0;1;1;;;;;;-1;NotInformative
GENO;vanRC;0;0;2;2;;;;;;-1;NotInformative
13;vanRC4;0;0;3;3;;;;;;-1;NotInformative
14;vanRC4;0;0;3;3;;;;;;-1;NotInformative
15;vanRC4;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanRC4;0;0;1;1;;;;;;-1;NotInformative
GENO;vanRC4;0;0;2;2;;;;;;-1;NotInformative
13;vanRD;0;0;3;3;;;;;;-1;NotInformative
14;vanRD;0;0;3;3;;;;;;-1;NotInformative
15;vanRD;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanRD;0;0;1;1;;;;;;-1;NotInformative
GENO;vanRD;0;0;2;2;;;;;;-1;NotInformative
13;vanSC;0;0;3;3;;;;;;-1;NotInformative
14;vanSC;0;0;3;3;;;;;;-1;NotInformative
15;vanSC;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanSC;0;0;1;1;;;;;;-1;NotInformative
GENO;vanSC;0;0;2;2;;;;;;-1;NotInformative
13;vanTE;0;0;3;3;;;;;;-1;NotInformative
14;vanTE;0;0;3;3;;;;;;-1;NotInformative
15;vanTE;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanTE;0;0;1;1;;;;;;-1;NotInformative
GENO;vanTE;0;0;2;2;;;;;;-1;NotInformative
13;vanTC;2;0;1;3;30.65;0.03;90.65;0.21;1.86;-1;MultipleMeltPeaks
14;vanTC;2;0;1;3;29.51;1.05;86.35;0.02;1.85;-1;MultipleMeltPeaks
15;vanTC;3;0;0;3;28.04;1.64;89.35;0.76;1.89;-1;
000NTC;vanTC;0;0;1;1;;;;;;-1;NotInformative
GENO;vanTC;0;0;2;2;;;;;;-1;NotInformative
13;vanTG;0;0;3;3;;;;;;-1;NotInformative
14;vanTG;0;0;3;3;;;;;;-1;NotInformative
15;vanTG;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanTG;0;0;1;1;;;;;;-1;NotInformative
GENO;vanTG;0;0;2;2;;;;;;-1;NotInformative
13;vanYB;2;1;0;3;39.34;0.32;91.59;0.04;1.79;-1;ContainsOutlierReplicateCt
14;vanYB;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
15;vanYB;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;vanYB;0;0;1;1;;;;;;-1;NotInformative
GENO;vanYB;0;0;2;2;;;;;;-1;NotInformative
13;vanYD;1;0;2;3;40.78;;88.23;;1.86;-1;
14;vanYD;0;0;3;3;;;;;;-1;NotInformative
15;vanYD;3;0;0;3;37.66;2.66;88.45;0.03;1.57;-1;
000NTC;vanYD;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;vanYD;0;0;2;2;;;;;;-1;NotInformative
13;vanG;1;0;2;3;43.01;;90.34;;1.88;-1;
14;vanG;0;0;3;3;;;;;;-1;NotInformative
15;vanG;3;0;0;3;40.98;2.53;90.41;0.05;1.85;-1;
000NTC;vanG;0;0;1;1;;;;;;-1;NotInformative
GENO;vanG;0;0;2;2;;;;;;-1;NotInformative
13;vanC2/vanC3;2;0;1;3;39.84;4.27;87.31;0.43;1.9;-1;MultipleMeltPeaks
14;vanC2/vanC3;1;0;2;3;42.06;;75.42;;1.92;-1;
15;vanC2/vanC3;3;0;0;3;36.34;6.52;88.07;0.52;1.9;-1;
000NTC;vanC2/vanC3;0;0;1;1;;;;;;-1;NotInformative
GENO;vanC2/vanC3;0;0;2;2;;;;;;-1;NotInformative
13;vanA;1;0;2;3;28.08;;90.11;;1.91;-1;MultipleMeltPeaks
14;vanA;3;0;0;3;33.63;4.15;90.75;0.46;1.87;-1;
15;vanA;1;0;2;3;29.23;;90.17;;1.95;-1;MultipleMeltPeaks
000NTC;vanA;0;0;1;1;;;;;;-1;NotInformative
GENO;vanA;1;0;1;2;42.81;;76.38;;1.99;-1;
13;vanXA;0;0;3;3;;;;;;-1;NotInformative
14;vanXA;0;0;3;3;;;;;;-1;NotInformative
15;vanXA;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanXA;0;0;1;1;;;;;;-1;NotInformative
GENO;vanXA;0;0;2;2;;;;;;-1;NotInformative
13;vanSB;2;0;1;3;41.26;0.68;72.16;0.73;2.02;-1;
14;vanSB;0;0;3;3;;;;;;-1;NotInformative
15;vanSB;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanSB;0;0;1;1;;;;;;-1;NotInformative
GENO;vanSB;0;0;2;2;;;;;;-1;NotInformative
13;16S old 1;3;0;0;3;14.4;0.04;83;0.04;1.92;-1;
14;16S old 1;3;0;0;3;15.42;0.02;82.71;0.03;1.89;-1;
15;16S old 1;3;0;0;3;13.29;0.17;83.24;0.1;1.88;-1;
000NTC;16S old 1;1;0;0;1;27.98;;81.6;;1.95;-1;
GENO;16S old 1;2;0;0;2;29.31;1.24;82.42;0.46;1.91;-1;
13;16S new 2;0;0;3;3;;;;;;-1;NotInformative
14;16S new 2;0;0;3;3;;;;;;-1;NotInformative
15;16S new 2;0;0;3;3;;;;;;-1;NotInformative
000NTC;16S new 2;0;0;1;1;;;;;;-1;NotInformative
GENO;16S new 2;0;0;2;2;;;;;;-1;NotInformative
13;cfiA;2;0;1;3;36.13;1.05;89.72;3.08;1.86;-1;MultipleMeltPeaks
14;cfiA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
15;cfiA;2;0;1;3;38.89;2.1;89.31;1.54;1.71;-1;
000NTC;cfiA;0;0;1;1;;;;;;-1;NotInformative
GENO;cfiA;0;0;2;2;;;;;;-1;NotInformative
13;blaACC-1;0;0;3;3;;;;;;-1;NotInformative
14;blaACC-1;0;0;3;3;;;;;;-1;NotInformative
15;blaACC-1;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaACC-1;0;0;1;1;;;;;;-1;NotInformative
GENO;blaACC-1;0;0;2;2;;;;;;-1;NotInformative
13;blaMOX/blaCMY;3;0;0;3;34.26;3.35;90.67;0.29;1.84;-1;
14;blaMOX/blaCMY;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
15;blaMOX/blaCMY;3;0;0;3;35.67;2.57;90.85;0.31;1.85;-1;
000NTC;blaMOX/blaCMY;0;0;1;1;;;;;;-1;NotInformative
GENO;blaMOX/blaCMY;0;0;2;2;;;;;;-1;NotInformative
13;blaOCH;1;0;2;3;33.75;;87.53;;1.39;-1;
14;blaOCH;1;0;2;3;36.35;;87.84;;1.75;-1;
15;blaOCH;2;1;0;3;36.18;0.1;84.49;4.9;1.53;-1;ContainsOutlierReplicateCt
000NTC;blaOCH;1;0;0;1;43.34;;75.87;;1.71;-1;
GENO;blaOCH;0;0;2;2;;;;;;-1;NotInformative
13;blaPAO/PDC;1;0;2;3;35.53;;89.08;;1.83;-1;MultipleMeltPeaks
14;blaPAO/PDC;1;0;2;3;39.42;;83.24;;1.88;-1;
15;blaPAO/PDC;2;0;1;3;36.77;4.36;89.93;0.05;1.85;-1;MultipleMeltPeaks
000NTC;blaPAO/PDC;0;0;1;1;;;;;;-1;NotInformative
GENO;blaPAO/PDC;0;0;2;2;;;;;;-1;NotInformative
13;blaVEB;0;0;3;3;;;;;;-1;NotInformative
14;blaVEB;0;0;3;3;;;;;;-1;NotInformative
15;blaVEB;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaVEB;0;0;1;1;;;;;;-1;NotInformative
GENO;blaVEB;0;0;2;2;;;;;;-1;NotInformative
13;bla1;0;0;3;3;;;;;;-1;NotInformative
14;bla1;0;0;3;3;;;;;;-1;NotInformative
15;bla1;0;0;3;3;;;;;;-1;NotInformative
000NTC;bla1;0;0;1;1;;;;;;-1;NotInformative
GENO;bla1;0;0;2;2;;;;;;-1;NotInformative
13;blaROB;1;0;2;3;41.67;;87.12;;1.85;-1;
14;blaROB;0;0;3;3;;;;;;-1;NotInformative
15;blaROB;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaROB;0;0;1;1;;;;;;-1;NotInformative
GENO;blaROB;0;0;2;2;;;;;;-1;NotInformative
13;blaOXY-2;3;0;0;3;31.81;1.6;91.65;0.9;1.79;-1;
14;blaOXY-2;1;0;2;3;40.78;;89.82;;1.73;-1;MultipleMeltPeaks
15;blaOXY-2;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;blaOXY-2;0;0;1;1;;;;;;-1;NotInformative
GENO;blaOXY-2;0;0;2;2;;;;;;-1;NotInformative
13;blaPSE;0;0;3;3;;;;;;-1;NotInformative
14;blaPSE;0;0;3;3;;;;;;-1;NotInformative
15;blaPSE;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaPSE;0;0;1;1;;;;;;-1;NotInformative
GENO;blaPSE;0;0;2;2;;;;;;-1;NotInformative
13;cphA;3;0;0;3;27.07;1.03;90.5;0.13;1.9;-1;
14;cphA;2;1;0;3;35.51;0.3;90.27;0.48;1.84;-1;ContainsOutlierReplicateCt
15;cphA;3;0;0;3;29.02;0.92;91.63;1.15;1.91;-1;
000NTC;cphA;0;0;1;1;;;;;;-1;NotInformative
GENO;cphA;0;0;2;2;;;;;;-1;NotInformative
13;bla-L1;3;0;0;3;35.2;5.08;87.71;4.48;1.86;-1;
14;bla-L1;0;0;3;3;;;;;;-1;NotInformative
15;bla-L1;1;0;2;3;42.78;;82.63;;1.89;-1;
000NTC;bla-L1;0;0;1;1;;;;;;-1;NotInformative
GENO;bla-L1;0;0;2;2;;;;;;-1;NotInformative
13;cfxA;2;0;1;3;38.29;4.2;74.79;0.66;1.92;-1;
14;cfxA;1;0;2;3;40.98;;74.26;;1.94;-1;
15;cfxA;0;0;3;3;;;;;;-1;NotInformative
000NTC;cfxA;0;0;1;1;;;;;;-1;NotInformative
GENO;cfxA;0;0;2;2;;;;;;-1;NotInformative
13;cepA;0;0;3;3;;;;;;-1;NotInformative
14;cepA;0;0;3;3;;;;;;-1;NotInformative
15;cepA;0;0;3;3;;;;;;-1;NotInformative
000NTC;cepA;0;0;1;1;;;;;;-1;NotInformative
GENO;cepA;0;0;2;2;;;;;;-1;NotInformative
13;blaCMY;2;0;1;3;38.41;1.59;88.5;0.45;1.8;-1;MultipleMeltPeaks
14;blaCMY;0;0;3;3;;;;;;-1;NotInformative
15;blaCMY;1;0;2;3;41.65;;88;;1.9;-1;
000NTC;blaCMY;0;0;1;1;;;;;;-1;NotInformative
GENO;blaCMY;0;0;2;2;;;;;;-1;NotInformative
13;ampC/blaDHA;0;0;3;3;;;;;;-1;NotInformative
14;ampC/blaDHA;0;0;3;3;;;;;;-1;NotInformative
15;ampC/blaDHA;0;0;3;3;;;;;;-1;NotInformative
000NTC;ampC/blaDHA;0;0;1;1;;;;;;-1;NotInformative
GENO;ampC/blaDHA;0;0;2;2;;;;;;-1;NotInformative
13;blaGES;0;0;3;3;;;;;;-1;NotInformative
14;blaGES;0;0;3;3;;;;;;-1;NotInformative
15;blaGES;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaGES;0;0;1;1;;;;;;-1;NotInformative
GENO;blaGES;0;0;2;2;;;;;;-1;NotInformative
13;blaSFO;2;0;1;3;26.83;0.42;89.67;0.15;1.91;-1;MultipleMeltPeaks
14;blaSFO;3;0;0;3;31.56;1.13;90.52;1.33;1.86;-1;
15;blaSFO;2;0;1;3;26.4;1.11;90.96;0.17;1.86;-1;MultipleMeltPeaks
000NTC;blaSFO;0;0;1;1;;;;;;-1;NotInformative
GENO;blaSFO;0;0;2;2;;;;;;-1;NotInformative
13;blaTLA;0;0;3;3;;;;;;-1;NotInformative
14;blaTLA;0;0;3;3;;;;;;-1;NotInformative
15;blaTLA;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaTLA;0;0;1;1;;;;;;-1;NotInformative
GENO;blaTLA;0;0;2;2;;;;;;-1;NotInformative
13;blaZ;0;0;3;3;;;;;;-1;NotInformative
14;blaZ;0;0;3;3;;;;;;-1;NotInformative
15;blaZ;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaZ;0;0;1;1;;;;;;-1;NotInformative
GENO;blaZ;0;0;2;2;;;;;;-1;NotInformative
13;blaVIM;2;0;1;3;38.1;9.53;91.6;0.39;1.77;-1;
14;blaVIM;0;0;3;3;;;;;;-1;NotInformative
15;blaVIM;1;0;2;3;39.37;;87.87;;1.87;-1;
000NTC;blaVIM;0;0;1;1;;;;;;-1;NotInformative
GENO;blaVIM;0;0;2;2;;;;;;-1;NotInformative
13;Pbp5;0;0;3;3;;;;;;-1;NotInformative
14;Pbp5;0;0;3;3;;;;;;-1;NotInformative
15;Pbp5;0;0;3;3;;;;;;-1;NotInformative
000NTC;Pbp5;0;0;1;1;;;;;;-1;NotInformative
GENO;Pbp5;0;0;2;2;;;;;;-1;NotInformative
13;pbp;2;0;1;3;39.51;6.16;84.86;0.01;1.81;-1;
14;pbp;0;0;3;3;;;;;;-1;NotInformative
15;pbp;0;0;3;3;;;;;;-1;NotInformative
000NTC;pbp;0;0;1;1;;;;;;-1;NotInformative
GENO;pbp;0;0;2;2;;;;;;-1;NotInformative
13;mecA;0;0;3;3;;;;;;-1;NotInformative
14;mecA;0;0;3;3;;;;;;-1;NotInformative
15;mecA;0;0;3;3;;;;;;-1;NotInformative
000NTC;mecA;0;0;1;1;;;;;;-1;NotInformative
GENO;mecA;0;0;2;2;;;;;;-1;NotInformative
13;blaCTX-M;2;0;1;3;41.77;1.41;89.67;2.06;1.8;-1;
14;blaCTX-M;0;0;3;3;;;;;;-1;NotInformative
15;blaCTX-M;1;0;2;3;35.73;;76.37;;1.81;-1;
000NTC;blaCTX-M;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;blaCTX-M;0;0;2;2;;;;;;-1;NotInformative
13;penA;3;0;0;3;30.33;0.68;91.58;0.24;1.9;-1;
14;penA;1;0;2;3;35.5;;92.15;;1.83;-1;MultipleMeltPeaks
15;penA;2;1;0;3;33.4;0.38;91.01;0.32;1.86;-1;ContainsOutlierReplicateCt
000NTC;penA;0;0;1;1;;;;;;-1;NotInformative
GENO;penA;0;0;2;2;;;;;;-1;NotInformative
13;imp-marko;0;0;3;3;;;;;;-1;NotInformative
14;imp-marko;1;0;2;3;41.01;;76.68;;1.76;-1;
15;imp-marko;0;0;3;3;;;;;;-1;NotInformative
000NTC;imp-marko;0;0;1;1;;;;;;-1;NotInformative
GENO;imp-marko;0;0;2;2;;;;;;-1;NotInformative
13;NDM new;2;0;1;3;39.79;5.52;89.5;1.36;1.77;-1;MultipleMeltPeaks
14;NDM new;0;0;3;3;;;;;;-1;NotInformative
15;NDM new;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;NDM new;0;0;1;1;;;;;;-1;NotInformative
GENO;NDM new;0;0;2;2;;;;;;-1;NotInformative
13;blaCTX-M-1,3,15;1;0;2;3;31.67;;90.1;;1.9;-1;MultipleMeltPeaks
14;blaCTX-M-1,3,15;0;0;3;3;;;;;;-1;NotInformative
15;blaCTX-M-1,3,15;1;0;2;3;39.37;;85.1;;1.84;-1;MultipleMeltPeaks
000NTC;blaCTX-M-1,3,15;0;0;1;1;;;;;;-1;NotInformative
GENO;blaCTX-M-1,3,15;0;0;2;2;;;;;;-1;NotInformative
13;blaSHV-11;3;0;0;3;37.76;5.06;88.07;4.31;1.83;-1;
14;blaSHV-11;0;0;3;3;;;;;;-1;NotInformative
15;blaSHV-11;2;0;1;3;33.74;5.95;87.93;2.1;1.95;-1;MultipleMeltPeaks
000NTC;blaSHV-11;0;0;1;1;;;;;;-1;NotInformative
GENO;blaSHV-11;0;0;2;2;;;;;;-1;NotInformative
13;bla-SME;0;0;3;3;;;;;;-1;NotInformative
14;bla-SME;0;0;3;3;;;;;;-1;NotInformative
15;bla-SME;0;0;3;3;;;;;;-1;NotInformative
000NTC;bla-SME;0;0;1;1;;;;;;-1;NotInformative
GENO;bla-SME;0;0;2;2;;;;;;-1;NotInformative
13;blaFOXnew;0;0;3;3;;;;;;-1;NotInformative
14;blaFOXnew;0;0;3;3;;;;;;-1;NotInformative
15;blaFOXnew;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaFOXnew;0;0;1;1;;;;;;-1;NotInformative
GENO;blaFOXnew;0;0;2;2;;;;;;-1;NotInformative
13;ampC;3;0;0;3;35.59;2.7;91.66;0.03;1.86;-1;
14;ampC;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
15;ampC;3;0;0;3;31.78;1.57;91.88;0.05;1.86;-1;
000NTC;ampC;0;0;1;1;;;;;;-1;NotInformative
GENO;ampC;0;0;2;2;;;;;;-1;NotInformative
13;blaOXA10;0;0;3;3;;;;;;-1;NotInformative
14;blaOXA10;0;0;3;3;;;;;;-1;NotInformative
15;blaOXA10;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaOXA10;0;0;1;1;;;;;;-1;NotInformative
GENO;blaOXA10;0;0;2;2;;;;;;-1;NotInformative
13;blaIMIR;3;0;0;3;39.75;4.05;88.8;2.34;1.8;-1;
14;blaIMIR;1;0;2;3;40.79;;88.09;;1.8;-1;MultipleMeltPeaks
15;blaIMIR;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaIMIR;0;0;1;1;;;;;;-1;NotInformative
GENO;blaIMIR;0;0;2;2;;;;;;-1;NotInformative
13;blaTEM;2;0;1;3;33.67;2.54;82.26;9.68E-03;1.55;-1;
14;blaTEM;0;0;3;3;;;;;;-1;NotInformative
15;blaTEM;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaTEM;0;0;1;1;;;;;;-1;NotInformative
GENO;blaTEM;0;0;2;2;;;;;;-1;NotInformative
13;blaPER;0;0;3;3;;;;;;-1;NotInformative
14;blaPER;0;0;3;3;;;;;;-1;NotInformative
15;blaPER;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaPER;0;0;1;1;;;;;;-1;NotInformative
GENO;blaPER;0;0;2;2;;;;;;-1;NotInformative
13;KPC;0;0;3;3;;;;;;-1;NotInformative
14;KPC;0;0;3;3;;;;;;-1;NotInformative
15;KPC;0;0;3;3;;;;;;-1;NotInformative
000NTC;KPC;0;0;1;1;;;;;;-1;NotInformative
GENO;KPC;0;0;2;2;;;;;;-1;NotInformative
13;beta_ccra;0;0;3;3;;;;;;-1;NotInformative
14;beta_ccra;0;0;3;3;;;;;;-1;NotInformative
15;beta_ccra;0;0;3;3;;;;;;-1;NotInformative
000NTC;beta_ccra;0;0;1;1;;;;;;-1;NotInformative
GENO;beta_ccra;0;0;2;2;;;;;;-1;NotInformative
13;cefa_ampc;0;0;3;3;;;;;;-1;NotInformative
14;cefa_ampc;0;0;3;3;;;;;;-1;NotInformative
15;cefa_ampc;0;0;3;3;;;;;;-1;NotInformative
000NTC;cefa_ampc;0;0;1;1;;;;;;-1;NotInformative
GENO;cefa_ampc;0;0;2;2;;;;;;-1;NotInformative
13;bl1acc;0;0;3;3;;;;;;-1;NotInformative
14;bl1acc;0;0;3;3;;;;;;-1;NotInformative
15;bl1acc;0;0;3;3;;;;;;-1;NotInformative
000NTC;bl1acc;0;0;1;1;;;;;;-1;NotInformative
GENO;bl1acc;0;0;2;2;;;;;;-1;NotInformative
13;bl3_cpha;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
14;bl3_cpha;0;0;3;3;;;;;;-1;NotInformative
15;bl3_cpha;1;0;2;3;38.13;;89.17;;1.95;-1;
000NTC;bl3_cpha;0;0;1;1;;;;;;-1;NotInformative
GENO;bl3_cpha;0;0;2;2;;;;;;-1;NotInformative
13;blaB-11,13,14;0;0;3;3;;;;;;-1;NotInformative
14;blaB-11,13,14;0;0;3;3;;;;;;-1;NotInformative
15;blaB-11,13,14;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaB-11,13,14;0;0;1;1;;;;;;-1;NotInformative
GENO;blaB-11,13,14;0;0;2;2;;;;;;-1;NotInformative
13;blaIND;0;0;3;3;;;;;;-1;NotInformative
14;blaIND;0;0;3;3;;;;;;-1;NotInformative
15;blaIND;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaIND;0;0;1;1;;;;;;-1;NotInformative
GENO;blaIND;0;0;2;2;;;;;;-1;NotInformative
13;blaLEN;2;0;1;3;42.32;0.09;90.03;0.53;1.76;-1;
14;blaLEN;0;0;3;3;;;;;;-1;NotInformative
15;blaLEN;1;0;2;3;41.78;;91.52;;1.77;-1;
000NTC;blaLEN;0;0;1;1;;;;;;-1;NotInformative
GENO;blaLEN;0;0;2;2;;;;;;-1;NotInformative
13;blaOXY-1;2;0;1;3;26.45;0.46;89.14;0.12;1.93;-1;MultipleMeltPeaks
14;blaOXY-1;2;0;1;3;28.01;0.48;78.04;0.15;1.81;-1;MultipleMeltPeaks
15;blaOXY-1;1;0;2;3;27.42;;89.15;;1.74;-1;MultipleMeltPeaks
000NTC;blaOXY-1;1;0;0;1;27.52;;77.57;;1.83;-1;
GENO;blaOXY-1;2;0;0;2;28.57;0.07;77.6;0.1;1.83;-1;
13;blaCARB;2;0;1;3;38.32;2.44;86.64;5.27;1.9;-1;MultipleMeltPeaks
14;blaCARB;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
15;blaCARB;2;0;1;3;41.32;0.08;90.03;0.33;1.78;-1;
000NTC;blaCARB;0;0;1;1;;;;;;-1;NotInformative
GENO;blaCARB;0;0;2;2;;;;;;-1;NotInformative
13;blaGOB;0;0;3;3;;;;;;-1;NotInformative
14;blaGOB;0;0;3;3;;;;;;-1;NotInformative
15;blaGOB;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaGOB;0;0;1;1;;;;;;-1;NotInformative
GENO;blaGOB;0;0;2;2;;;;;;-1;NotInformative
13;blaHERA;1;0;2;3;39.3;;91.21;;1.83;-1;
14;blaHERA;0;0;3;3;;;;;;-1;NotInformative
15;blaHERA;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaHERA;0;0;1;1;;;;;;-1;NotInformative
GENO;blaHERA;0;0;2;2;;;;;;-1;NotInformative
13;blaMIR;3;0;0;3;28.72;0.58;90.35;0.25;1.92;-1;
14;blaMIR;2;0;1;3;34.52;2.54;91.38;1.02;1.9;-1;MultipleMeltPeaks
15;blaMIR;2;0;1;3;29.64;1.51;90.35;1.07;1.96;-1;MultipleMeltPeaks
000NTC;blaMIR;0;0;1;1;;;;;;-1;NotInformative
GENO;blaMIR;0;0;2;2;;;;;;-1;NotInformative
13;nonmobile_blaADC;0;0;3;3;;;;;;-1;NotInformative
14;nonmobile_blaADC;0;0;3;3;;;;;;-1;NotInformative
15;nonmobile_blaADC;0;0;3;3;;;;;;-1;NotInformative
000NTC;nonmobile_blaADC;0;0;1;1;;;;;;-1;NotInformative
GENO;nonmobile_blaADC;0;0;2;2;;;;;;-1;NotInformative
13;nonmobile blaBEL;3;0;0;3;27.97;0.05;78.28;0.15;1.92;-1;
14;nonmobile blaBEL;3;0;0;3;28.79;0.4;78.48;0.86;1.89;-1;
15;nonmobile blaBEL;3;0;0;3;28.55;0.27;78.32;0.47;1.88;-1;
000NTC;nonmobile blaBEL;1;0;0;1;28.93;;78.29;;1.9;-1;
GENO;nonmobile blaBEL;2;0;0;2;28.53;0.67;78.32;0.18;1.92;-1;
13;blaIMI;1;0;2;3;33.73;;80.15;;1.97;-1;MultipleMeltPeaks
14;blaIMI;1;0;2;3;42.59;;75.65;;1.86;-1;
15;blaIMI;2;0;1;3;37.54;4.06;76.56;0.67;1.91;-1;
000NTC;blaIMI;1;0;0;1;34.38;;77.22;;1.87;-1;
GENO;blaIMI;1;0;1;2;40.5;;75.51;;1.82;-1;
13;bla-ACT;2;0;1;3;28.71;0.43;91.75;1.25;1.93;-1;MultipleMeltPeaks
14;bla-ACT;3;0;0;3;34.82;4.95;90.29;2.07;1.87;-1;
15;bla-ACT;2;1;0;3;28.73;1.04E-04;91.71;0.2;1.94;-1;ContainsOutlierReplicateCt
000NTC;bla-ACT;0;0;1;1;;;;;;-1;NotInformative
GENO;bla-ACT;1;0;1;2;34.11;;78.85;;1.8;-1;
13;acrB;0;0;3;3;;;;;;-1;NotInformative
14;acrB;0;0;3;3;;;;;;-1;NotInformative
15;acrB;0;0;3;3;;;;;;-1;NotInformative
000NTC;acrB;0;0;1;1;;;;;;-1;NotInformative
GENO;acrB;0;0;2;2;;;;;;-1;NotInformative
13;acrF;0;0;3;3;;;;;;-1;NotInformative
14;acrF;0;0;3;3;;;;;;-1;NotInformative
15;acrF;3;0;0;3;38.99;0.13;83.68;0.67;1.85;-1;
000NTC;acrF;0;0;1;1;;;;;;-1;NotInformative
GENO;acrF;0;0;2;2;;;;;;-1;NotInformative
13;adeA;3;0;0;3;35.82;3.12;89.81;3.28;1.83;-1;
14;adeA;0;0;3;3;;;;;;-1;NotInformative
15;adeA;1;0;2;3;35.6;;85.73;;1.77;-1;
000NTC;adeA;0;0;1;1;;;;;;-1;NotInformative
GENO;adeA;0;0;2;2;;;;;;-1;NotInformative
13;multidrug resistance;0;0;3;3;;;;;;-1;NotInformative
14;multidrug resistance;0;0;3;3;;;;;;-1;NotInformative
15;multidrug resistance;0;0;3;3;;;;;;-1;NotInformative
000NTC;multidrug resistance;0;0;1;1;;;;;;-1;NotInformative
GENO;multidrug resistance;0;0;2;2;;;;;;-1;NotInformative
13;cmr;0;0;3;3;;;;;;-1;NotInformative
14;cmr;0;0;3;3;;;;;;-1;NotInformative
15;cmr;0;0;3;3;;;;;;-1;NotInformative
000NTC;cmr;0;0;1;1;;;;;;-1;NotInformative
GENO;cmr;0;0;2;2;;;;;;-1;NotInformative
13;acrA;3;0;0;3;34.37;2.64;89.95;0.03;1.86;-1;
14;acrA;0;0;3;3;;;;;;-1;NotInformative
15;acrA;2;0;1;3;37.4;3.16;90.64;0.92;1.88;-1;
000NTC;acrA;0;0;1;1;;;;;;-1;NotInformative
GENO;acrA;0;0;2;2;;;;;;-1;NotInformative
13;emrD;2;0;1;3;33.38;0.66;90.06;1.23E-03;1.88;-1;MultipleMeltPeaks
14;emrD;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
15;emrD;2;0;1;3;36.11;2.93;90.93;0.86;1.83;-1;
