Sample;Assay;N;Outliers;Rejected;Total reps;Ct;Ct SD;Tm;Tm SD;Efficiency;Conc;Flags
20;cmlA1;2;0;1;3;18.2;3.21E-03;91.35;0.03;1.98;-1;MultipleMeltPeaks
21;cmlA1;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;cmlA1;1;0;0;1;30.45;;78.61;;1.91;-1;
GENO;cmlA1;2;0;0;2;36.94;8.53;78.06;0.21;1.92;-1;
19;cmx(A);1;0;2;3;17.1;;91.42;;1.92;-1;MultipleMeltPeaks
20;cmx(A);0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
21;cmx(A);0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;cmx(A);1;0;0;1;32.31;;77.14;;1.8;-1;
GENO;cmx(A);2;0;0;2;31.22;0.45;85.55;2.55;1.93;-1;
19;catA1;2;0;1;3;26.84;0.5;90.47;0.15;1.93;-1;MultipleMeltPeaks
20;catA1;2;0;1;3;26.56;0.24;90.47;0.15;1.88;-1;MultipleMeltPeaks
21;catA1;3;0;0;3;25.82;0.13;90.44;0.16;1.81;-1;
000NTC;catA1;0;0;1;1;;;;;;-1;NotInformative
GENO;catA1;0;0;2;2;;;;;;-1;NotInformative
19;qnrB-bob_resign;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;qnrB-bob_resign;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
21;qnrB-bob_resign;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;qnrB-bob_resign;1;0;0;1;28.58;;81.05;;1.89;-1;
GENO;qnrB-bob_resign;2;0;0;2;29.06;0.39;81.19;0.05;1.8;-1;
19;cmlA5;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;cmlA5;1;0;2;3;21.65;;92.18;;1.85;-1;MultipleMeltPeaks
21;cmlA5;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;cmlA5;1;0;0;1;35.03;;74.71;;1.63;-1;
GENO;cmlA5;1;0;1;2;39.62;;85.88;;1.86;-1;
19;floR;3;0;0;3;17.51;0.12;91.11;0.02;1.93;-1;
20;floR;1;0;2;3;17.77;;90.87;;1.93;-1;MultipleMeltPeaks
21;floR;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;floR;1;0;0;1;29.93;;87.92;;1.72;-1;
GENO;floR;2;0;0;2;28.93;0.45;83.11;8.1;1.79;-1;
19;vanC;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;vanC;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
21;vanC;1;0;2;3;22.16;;91.72;;1.88;-1;MultipleMeltPeaks
000NTC;vanC;1;0;0;1;28.16;;77.49;;1.87;-1;
GENO;vanC;2;0;0;2;33.05;8.01;77.22;0.4;1.86;-1;
19;VanB;1;0;2;3;15.45;;92.21;;2.02;-1;
20;VanB;3;0;0;3;15.66;0.1;92.18;9.83E-03;1.95;-1;
21;VanB;3;0;0;3;14.74;0.11;91.91;0.05;2;-1;
000NTC;VanB;1;0;0;1;40.92;;77.41;;1.96;-1;
GENO;VanB;1;0;1;2;32.92;;86.68;;1.99;-1;MultipleMeltPeaks
19;vanD;1;0;2;3;27.59;;92.02;;1.79;-1;MultipleMeltPeaks
20;vanD;2;0;1;3;27.91;0.58;86.85;3.58;1.84;-1;MultipleMeltPeaks
21;vanD;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;vanD;1;0;0;1;28.54;;75.07;;1.86;-1;
GENO;vanD;2;0;0;2;28.01;0.53;75.44;0.85;1.87;-1;
19;vanHD;1;0;2;3;21.03;;91.43;;1.88;-1;MultipleMeltPeaks
20;vanHD;2;0;1;3;20.74;0.17;91.09;0.41;1.88;-1;MultipleMeltPeaks
21;vanHD;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;vanHD;1;0;0;1;24.82;;79.51;;1.83;-1;
GENO;vanHD;2;0;0;2;24.5;0.15;77.97;0.59;1.85;-1;
19;vanHB;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;vanHB;1;0;2;3;15.23;;90.69;;1.92;-1;MultipleMeltPeaks
21;vanHB;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;vanHB;1;0;0;1;31.06;;91.63;;1.83;-1;
GENO;vanHB;2;0;0;2;32.19;4.1;89.25;3.12;1.86;-1;
19;vanRA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;vanRA;3;0;0;3;30.22;2.21;90.99;1.5;1.89;-1;
21;vanRA;2;1;0;3;29.72;0.15;92.06;0.38;2;-1;ContainsOutlierReplicateCt
000NTC;vanRA;0;0;1;1;;;;;;-1;NotInformative
GENO;vanRA;0;0;2;2;;;;;;-1;NotInformative
19;vanSA;3;0;0;3;33.59;2.42;87.88;3.27;1.83;-1;
20;vanSA;2;0;1;3;32.03;4.3;85.02;1.6;1.9;-1;MultipleMeltPeaks
21;vanSA;1;0;2;3;36.13;;81.41;;1.94;-1;MultipleMeltPeaks
000NTC;vanSA;1;0;0;1;29.75;;76.8;;1.89;-1;
GENO;vanSA;0;0;2;2;;;;;;-1;NotInformative
19;vanWB;3;0;0;3;23.93;0.26;91.78;0.25;1.83;-1;
20;vanWB;2;1;0;3;24.01;0.06;91.14;0.05;1.87;-1;ContainsOutlierReplicateCt
21;vanWB;3;0;0;3;24.21;0.22;91.75;0.22;1.9;-1;
000NTC;vanWB;1;0;0;1;25.28;;77.3;;1.62;-1;
GENO;vanWB;2;0;0;2;25.37;0.15;74.23;0.59;1.69;-1;
19;vanXB;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;vanXB;2;0;1;3;24.13;0.52;84.08;8.4;1.96;-1;MultipleMeltPeaks
21;vanXB;1;0;2;3;24.86;;80.84;;1.77;-1;MultipleMeltPeaks
000NTC;vanXB;1;0;0;1;24.84;;77.74;;1.92;-1;
GENO;vanXB;2;0;0;2;24.42;0.29;78.08;0.22;1.94;-1;
19;vanRB;3;0;0;3;19.14;0.17;91.08;0.2;1.97;-1;
20;vanRB;3;0;0;3;19.5;0.14;90.53;0.3;1.97;-1;
21;vanRB;2;0;1;3;18.9;0.13;90.75;0.11;2.01;-1;MultipleMeltPeaks
000NTC;vanRB;1;0;0;1;30.07;;77.39;;1.95;-1;
GENO;vanRB;2;0;0;2;28.18;0.9;80.69;3.73;1.98;-1;
19;vanRC;1;0;2;3;24.88;;91.92;;1.89;-1;MultipleMeltPeaks
20;vanRC;2;0;1;3;22.96;1.01;91.58;0.4;1.91;-1;MultipleMeltPeaks
21;vanRC;2;0;1;3;24.33;0.05;91.84;0.34;1.95;-1;MultipleMeltPeaks
000NTC;vanRC;1;0;0;1;29.91;;76.23;;1.74;-1;
GENO;vanRC;2;0;0;2;32.03;3.58;75.9;0.57;1.8;-1;
19;vanRC4;2;0;1;3;26.77;0.38;91.08;0.54;1.94;-1;MultipleMeltPeaks
20;vanRC4;2;0;1;3;25.51;0.27;90.53;2.2;1.93;-1;MultipleMeltPeaks
21;vanRC4;1;0;2;3;25.3;;91.11;;1.93;-1;MultipleMeltPeaks
000NTC;vanRC4;1;0;0;1;33.84;;74.91;;1.67;-1;
GENO;vanRC4;2;0;0;2;32.08;0.68;75.77;0.52;1.62;-1;
19;vanRD;3;0;0;3;23.63;0.54;91.29;0.25;1.95;-1;
20;vanRD;3;0;0;3;23.58;0.24;90.88;0.46;1.97;-1;
21;vanRD;2;0;1;3;23.29;4.47E-03;90.7;0.44;1.93;-1;MultipleMeltPeaks
000NTC;vanRD;1;0;0;1;27.62;;75.18;;1.93;-1;
GENO;vanRD;2;0;0;2;28.18;0.55;76.24;0.06;1.98;-1;
19;vanSC;1;0;2;3;21.46;;91.8;;1.92;-1;MultipleMeltPeaks
20;vanSC;3;0;0;3;20.91;0.22;92.3;0.07;1.93;-1;
21;vanSC;3;0;0;3;20.51;0.5;92.02;0.19;2.2;-1;BadR2
000NTC;vanSC;1;0;0;1;36.06;;74.3;;1.41;-1;
GENO;vanSC;2;0;0;2;31.59;2.16;76.94;3.05;1.61;-1;
19;vanTE;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;vanTE;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
21;vanTE;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;vanTE;1;0;0;1;26.65;;77.35;;1.91;-1;
GENO;vanTE;2;0;0;2;27.97;0.22;78.35;0.17;1.95;-1;
19;vanTC;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;vanTC;3;0;0;3;14.53;0.03;90.99;0.11;1.9;-1;
21;vanTC;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;vanTC;1;0;0;1;29.6;;91.24;;1.63;-1;
GENO;vanTC;2;0;0;2;27.33;1.1;84.44;9.08;1.84;-1;
19;vanTG;3;0;0;3;22.71;0.53;91.69;0.12;2.02;-1;
20;vanTG;3;0;0;3;22.85;0.31;91.66;0.38;1.98;-1;
21;vanTG;3;0;0;3;22.25;0.32;91.97;0.05;2.06;-1;
000NTC;vanTG;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;vanTG;2;0;0;2;23.18;0.17;75.07;0.19;1.86;-1;
19;vanYB;2;0;1;3;19.56;0.08;91.33;0.47;1.91;-1;MultipleMeltPeaks
20;vanYB;3;0;0;3;18.87;0.09;91.17;0.6;1.98;-1;
21;vanYB;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;vanYB;1;0;0;1;27.55;;77.53;;1.88;-1;
GENO;vanYB;1;0;1;2;27.46;;77.08;;1.91;-1;MultipleMeltPeaks
19;vanYD;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;vanYD;1;0;2;3;15.89;;90.99;;1.91;-1;MultipleMeltPeaks
21;vanYD;1;0;2;3;14.53;;91.16;;1.85;-1;MultipleMeltPeaks
000NTC;vanYD;1;0;0;1;27.2;;86.68;;1.88;-1;
GENO;vanYD;2;0;0;2;26.74;0.1;85.25;8.68;1.66;-1;
19;vanG;1;0;2;3;23.9;;91.42;;2.05;-1;MultipleMeltPeaks
20;vanG;2;0;1;3;23.93;0.05;91.63;0.84;2.1;-1;MultipleMeltPeaks
21;vanG;2;1;0;3;23.13;0.02;91.43;0.43;2.1;-1;ContainsOutlierReplicateCt
000NTC;vanG;1;0;0;1;27.89;;77.23;;1.92;-1;
GENO;vanG;2;0;0;2;27.53;0.24;80.07;3.95;1.93;-1;
19;vanC2/vanC3;3;0;0;3;19.58;0.34;91.58;0.16;2.02;-1;
20;vanC2/vanC3;2;0;1;3;19.68;0.19;91.74;0.08;1.98;-1;MultipleMeltPeaks
21;vanC2/vanC3;2;0;1;3;18.81;0.22;92.01;0.05;2.07;-1;
000NTC;vanC2/vanC3;1;0;0;1;25.98;;77.04;;1.91;-1;
GENO;vanC2/vanC3;2;0;0;2;25.79;0.13;82.69;7.83;1.88;-1;
19;vanA;2;1;0;3;13.31;0.04;91.41;1.06E-03;1.97;-1;ContainsOutlierReplicateCt
20;vanA;3;0;0;3;13.9;0.17;91.44;0.14;1.95;-1;
21;vanA;3;0;0;3;12.75;0.2;91.29;0.07;2.18;-1;
000NTC;vanA;1;0;0;1;26.08;;91.22;;1.89;-1;
GENO;vanA;1;0;1;2;26.32;;91.91;;1.92;-1;MultipleMeltPeaks
19;vanXA;2;0;1;3;26.42;0.56;90.88;7.61E-03;1.76;-1;MultipleMeltPeaks
20;vanXA;3;0;0;3;26.81;0.35;91.06;0.01;1.75;-1;
21;vanXA;2;0;1;3;26.82;0.36;86.77;4.15;1.75;-1;MultipleMeltPeaks
000NTC;vanXA;1;0;0;1;26.47;;81.26;;1.75;-1;
GENO;vanXA;2;0;0;2;26.61;0.11;81.78;0.21;1.78;-1;
19;vanSB;1;0;2;3;22.78;;90.76;;1.86;-1;MultipleMeltPeaks
20;vanSB;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
21;vanSB;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;vanSB;1;0;0;1;32.62;;73.82;;1.39;-1;
GENO;vanSB;2;0;0;2;30.33;0.44;74.91;1.46;1.7;-1;
19;16S old 1;3;0;0;3;11.47;0.02;91.5;0.06;2.01;-1;
20;16S old 1;3;0;0;3;12.05;0.12;91.58;0.06;2.06;-1;
21;16S old 1;0;0;3;3;;;;;;-1;NotInformative
000NTC;16S old 1;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;16S old 1;2;0;0;2;29.18;2.57;86.08;6.76;1.86;-1;
19;16S new 2;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;16S new 2;2;0;1;3;8.84;2.76E-03;91.11;0.02;2;-1;MultipleMeltPeaks
21;16S new 2;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;16S new 2;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;16S new 2;0;0;2;2;;;;;;-1;NotInformative
19;cfiA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;cfiA;1;0;2;3;18.95;;91.52;;1.92;-1;MultipleMeltPeaks
21;cfiA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;cfiA;1;0;0;1;27.08;;78.33;;1.42;-1;
GENO;cfiA;2;0;0;2;28.01;0.33;84.82;8.3;1.45;-1;
19;blaACC-1;2;0;1;3;18.92;0.03;91.71;0.16;1.94;-1;MultipleMeltPeaks
20;blaACC-1;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
21;blaACC-1;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;blaACC-1;0;0;1;1;;;;;;-1;NotInformative
GENO;blaACC-1;1;0;1;2;37.94;;83.43;;1.96;-1;
19;blaMOX/blaCMY;1;0;2;3;17.59;;90.49;;1.92;-1;MultipleMeltPeaks
20;blaMOX/blaCMY;3;0;0;3;17.93;0.12;90.78;0.05;1.93;-1;
21;blaMOX/blaCMY;1;0;2;3;16.26;;90.98;;2.03;-1;MultipleMeltPeaks
000NTC;blaMOX/blaCMY;1;0;0;1;30.59;;75.09;;1.82;-1;
GENO;blaMOX/blaCMY;2;0;0;2;39.8;2.59;74.18;0.91;1.98;-1;
19;blaOCH;3;0;0;3;15.89;0.16;92.3;0.02;2.17;-1;
20;blaOCH;2;0;1;3;16.43;0.18;91.85;0.32;2.09;-1;
21;blaOCH;3;0;0;3;15.46;0.15;92.15;0.04;2.14;-1;
000NTC;blaOCH;1;0;0;1;31.85;;89.44;;1.84;-1;
GENO;blaOCH;1;0;1;2;30.92;;92.66;;1.86;-1;MultipleMeltPeaks
19;blaPAO/PDC;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;blaPAO/PDC;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
21;blaPAO/PDC;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;blaPAO/PDC;1;0;0;1;24.56;;76.32;;1.79;-1;
GENO;blaPAO/PDC;2;0;0;2;23.99;0.21;77.16;1.09;1.84;-1;
19;blaVEB;2;0;1;3;25.61;0.53;90.75;0.85;1.69;-1;MultipleMeltPeaks
20;blaVEB;1;0;2;3;24.77;;89.78;;1.8;-1;MultipleMeltPeaks
21;blaVEB;3;0;0;3;25.85;0.48;91.25;0.64;1.75;-1;
000NTC;blaVEB;1;0;0;1;24.74;;74.08;;1.93;-1;
GENO;blaVEB;2;0;0;2;25.03;0.19;73.87;0.07;1.66;-1;
19;bla1;1;0;2;3;28.38;;74.37;;2.07;-1;MultipleMeltPeaks
20;bla1;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
21;bla1;2;0;1;3;26.96;1.13;88.16;5.96;2.06;-1;MultipleMeltPeaks
000NTC;bla1;1;0;0;1;27.87;;74;;1.69;-1;
GENO;bla1;2;0;0;2;26.68;0.2;74.36;0.03;1.68;-1;
19;blaROB;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;blaROB;1;0;2;3;17.4;;91.05;;1.94;-1;MultipleMeltPeaks
21;blaROB;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;blaROB;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;blaROB;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
19;blaOXY-2;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;blaOXY-2;1;0;2;3;12.94;;91.08;;1.95;-1;MultipleMeltPeaks
21;blaOXY-2;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;blaOXY-2;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;blaOXY-2;1;0;1;2;29.08;;90.01;;1.94;-1;MultipleMeltPeaks
19;blaPSE;3;0;0;3;18.6;0.19;90.96;0.07;1.92;-1;
20;blaPSE;3;0;0;3;18.85;0.03;90.94;0.06;1.89;-1;
21;blaPSE;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;blaPSE;1;0;0;1;29.9;;75;;1.82;-1;
GENO;blaPSE;2;0;0;2;29.32;0.93;75.09;0.24;1.82;-1;
19;cphA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;cphA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
21;cphA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;cphA;1;0;0;1;26.5;;80.63;;1.73;-1;
GENO;cphA;2;0;0;2;25.45;0.39;84.43;0.37;1.78;-1;
19;bla-L1;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;bla-L1;2;0;1;3;20.07;0.04;92.44;0.04;1.88;-1;MultipleMeltPeaks
21;bla-L1;1;0;2;3;19.37;;91.5;;1.91;-1;MultipleMeltPeaks
000NTC;bla-L1;1;0;0;1;29.01;;78.35;;1.91;-1;
GENO;bla-L1;2;0;0;2;27.85;0.62;78.91;0.88;1.92;-1;
19;cfxA;2;0;1;3;22.89;0.21;92.29;0.15;1.89;-1;MultipleMeltPeaks
20;cfxA;3;0;0;3;22.25;0.06;92.31;0.17;1.95;-1;
21;cfxA;3;0;0;3;21.02;0.19;91.84;0.13;1.92;-1;
000NTC;cfxA;1;0;0;1;27.26;;75.42;;1.88;-1;
GENO;cfxA;2;0;0;2;27.75;0.17;75.75;0.45;1.92;-1;
19;cepA;3;0;0;3;22.49;0.18;91.6;0.4;1.82;-1;
20;cepA;1;0;2;3;22.58;;90.66;;1.92;-1;MultipleMeltPeaks
21;cepA;2;0;1;3;23.49;0.25;90.85;0.35;1.92;-1;MultipleMeltPeaks
000NTC;cepA;1;0;0;1;30.16;;77.04;;2.04;-1;
GENO;cepA;2;0;0;2;29.16;1.87;77.17;0.19;2.01;-1;
19;blaCMY;1;0;2;3;18.46;;90.64;;1.92;-1;MultipleMeltPeaks
20;blaCMY;3;0;0;3;18.77;0.04;90.86;0.09;1.91;-1;
21;blaCMY;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;blaCMY;1;0;0;1;31.86;;76.08;;1.95;-1;
GENO;blaCMY;2;0;0;2;31.01;1.56;76.76;0.88;1.93;-1;
19;ampC/blaDHA;2;0;1;3;19.05;0.13;91.09;6.41E-03;1.92;-1;MultipleMeltPeaks
20;ampC/blaDHA;3;0;0;3;19.24;0.09;91.85;0.01;1.94;-1;
21;ampC/blaDHA;3;0;0;3;19.32;0.22;91.6;0.04;1.93;-1;
000NTC;ampC/blaDHA;1;0;0;1;23.37;;76.13;;1.81;-1;
GENO;ampC/blaDHA;2;0;0;2;23.34;0.21;83.97;10.78;1.85;-1;
19;blaGES;2;0;1;3;24.11;0.31;92.42;0.17;2.01;-1;MultipleMeltPeaks
20;blaGES;3;0;0;3;24.99;0.38;91.91;0.38;1.96;-1;
21;blaGES;3;0;0;3;24.8;0.55;91.96;0.5;1.93;-1;
000NTC;blaGES;1;0;0;1;26.62;;75.31;;1.92;-1;
GENO;blaGES;2;0;0;2;25.22;0.41;75.61;0.24;1.96;-1;
19;blaSFO;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;blaSFO;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
21;blaSFO;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;blaSFO;1;0;0;1;33.57;;85.93;;1.7;-1;
GENO;blaSFO;2;0;0;2;31.39;0.72;86.12;3.55;1.8;-1;
19;blaTLA;2;0;1;3;29.64;3.91;88.53;0.22;1.96;-1;MultipleMeltPeaks
20;blaTLA;2;0;1;3;29.18;1.32;88.41;0.02;1.97;-1;MultipleMeltPeaks
21;blaTLA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;blaTLA;0;0;1;1;;;;;;-1;NotInformative
GENO;blaTLA;1;0;1;2;33.96;;73.05;;1.55;-1;
19;blaZ;1;0;2;3;29.02;;73.1;;1.7;-1;MultipleMeltPeaks
20;blaZ;3;0;0;3;28.2;1.67;77;7.66;1.66;-1;
21;blaZ;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;blaZ;1;0;0;1;28.79;;72.56;;1.99;-1;
GENO;blaZ;2;0;0;2;28.56;0.3;72.99;0.12;1.87;-1;
19;blaVIM;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;blaVIM;1;0;2;3;18.72;;91.16;;1.89;-1;MultipleMeltPeaks
21;blaVIM;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;blaVIM;1;0;0;1;37.48;;89.08;;1.84;-1;
GENO;blaVIM;2;0;0;2;35.73;9.25;76.59;2.34;1.83;-1;
19;Pbp5;2;0;1;3;36.01;9.11;84.2;9.96;1.93;-1;MultipleMeltPeaks
20;Pbp5;2;0;1;3;35.76;5.36;76.91;4.46;1.83;-1;MultipleMeltPeaks
21;Pbp5;0;0;3;3;;;;;;-1;NotInformative
000NTC;Pbp5;0;0;1;1;;;;;;-1;NotInformative
GENO;Pbp5;1;0;1;2;35.73;;73.2;;1.6;-1;
19;pbp;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;pbp;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
21;pbp;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;pbp;1;0;0;1;38.99;;78.67;;1.87;-1;
GENO;pbp;0;0;2;2;;;;;;-1;NotInformative
19;mecA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;mecA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
21;mecA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;mecA;1;0;0;1;23.21;;73.98;;1.84;-1;
GENO;mecA;2;0;0;2;22.72;0.09;74.39;0.14;1.92;-1;
19;blaCTX-M;3;0;0;3;18.87;0.15;91.14;0.04;1.9;-1;
20;blaCTX-M;3;0;0;3;19.23;0.16;91.38;0.05;1.88;-1;
21;blaCTX-M;2;1;0;3;18.12;0.07;90.78;5.63E-03;1.91;-1;ContainsOutlierReplicateCt
000NTC;blaCTX-M;1;0;0;1;28.18;;77.17;;1.86;-1;
GENO;blaCTX-M;1;0;1;2;28.05;;77.62;;1.92;-1;MultipleMeltPeaks
19;penA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;penA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
21;penA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;penA;1;0;0;1;41.32;;88.82;;1.79;-1;
GENO;penA;1;0;1;2;28.72;;91.79;;1.87;-1;MultipleMeltPeaks
19;imp-marko;3;0;0;3;25.35;0.76;90.57;1.02;1.73;-1;
20;imp-marko;3;0;0;3;23.86;0.01;90.6;0.46;1.74;-1;
21;imp-marko;3;0;0;3;24.12;0.57;91.56;0.7;1.78;-1;
000NTC;imp-marko;1;0;0;1;25.61;;76.59;;1.89;-1;
GENO;imp-marko;2;0;0;2;25.25;0.14;75.07;2.7;1.83;-1;
19;NDM new;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;NDM new;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
21;NDM new;2;0;1;3;17.96;0.06;90.54;0.16;1.92;-1;MultipleMeltPeaks
000NTC;NDM new;1;0;0;1;31.56;;79.02;;1.94;-1;
GENO;NDM new;1;0;1;2;28.69;;78.79;;1.97;-1;MultipleMeltPeaks
19;blaCTX-M-1,3,15;1;0;2;3;15.35;;91.06;;1.94;-1;MultipleMeltPeaks
20;blaCTX-M-1,3,15;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
21;blaCTX-M-1,3,15;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;blaCTX-M-1,3,15;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;blaCTX-M-1,3,15;2;0;0;2;33.78;0.24;85.13;9.18;1.87;-1;
19;blaSHV-11;3;0;0;3;16.94;0.09;90.89;0.07;1.93;-1;
20;blaSHV-11;3;0;0;3;17.26;0.01;90.87;0.05;1.97;-1;
21;blaSHV-11;0;0;3;3;;;;;;-1;NotInformative
000NTC;blaSHV-11;1;0;0;1;29.65;;79.22;;1.89;-1;
GENO;blaSHV-11;2;0;0;2;30.45;0.5;82.91;4.96;1.92;-1;
19;bla-SME;2;0;1;3;22.27;0.95;90.75;0.28;1.85;-1;MultipleMeltPeaks
20;bla-SME;3;0;0;3;21.76;0.24;90.77;0.27;1.87;-1;
21;bla-SME;2;0;1;3;21.67;0.09;91.22;0.45;1.82;-1;MultipleMeltPeaks
000NTC;bla-SME;1;0;0;1;27.8;;79.13;;1.9;-1;
GENO;bla-SME;1;0;1;2;27.58;;74.8;;1.92;-1;MultipleMeltPeaks
19;blaFOXnew;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;blaFOXnew;3;0;0;3;17.45;0.09;91.49;0.05;1.94;-1;
21;blaFOXnew;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;blaFOXnew;1;0;0;1;36.67;;91.92;;1.76;-1;
GENO;blaFOXnew;2;0;0;2;31.27;2.04;85.26;8.04;1.85;-1;
19;ampC;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;ampC;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
21;ampC;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;ampC;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;ampC;2;0;0;2;32.81;4.79;79.62;1.11;1.9;-1;
19;blaOXA10;3;0;0;3;19.4;0.11;91.97;0.17;1.93;-1;
20;blaOXA10;3;0;0;3;19.86;0.16;91.94;0.28;1.9;-1;
21;blaOXA10;1;0;2;3;19.28;;91.37;;1.95;-1;MultipleMeltPeaks
000NTC;blaOXA10;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;blaOXA10;1;0;1;2;38.76;;72.88;;1.44;-1;MultipleMeltPeaks
19;blaIMIR;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
20;blaIMIR;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
21;blaIMIR;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;blaIMIR;1;0;0;1;28.07;;76.82;;1.94;-1;
